model_name,sample_id,l1_label,path_length,path_labels,path_coherence,granularity_progression,path_score_raw,path_score_adjusted,flags,issue_summary,suggested_fix_type
A_kimi,P0160_L4_Na8ba2f4a,市场主体与网络,7,ROOT>市场主体与网络>载体与物流创新>物流服务与业态创新>丰富多式联运体系>多式联运网络建设>探索开展多式联运,3,2,2.55,1.0,PATH_SEMANTIC_DRIFT;PATH_GRANULARITY_JUMP;PATH_OVER_DEEP,L1主题从'市场主体与网络'漂移为物流基础设施，L4-L6三层语义重复且粒度未递进，层级过深无实质增量。,COMPRESS_CHAIN
A_kimi,P0158_L4_Na35280bb,市场主体与网络,7,ROOT>市场主体与网络>载体与物流创新>物流服务与业态创新>丰富多式联运体系>多式联运网络建设>构建多式联运的物流网络,3,2,2.55,1.0,PATH_SEMANTIC_DRIFT;PATH_GRANULARITY_JUMP;PATH_REDUNDANT_CHAIN;PATH_OVER_DEEP,L1主题从'市场主体与网络'漂移为物流基础设施，L4-L6三层语义高度重复，层级过深却无实质增量,COMPRESS_CHAIN
A_kimi,P0071_L1_N70e79b29_BR_946648,市场主体与网络,5,ROOT>市场主体与网络>市场主体引育>主体引育专项>货运代理引育,3,2,2.55,1.05,PATH_GRANULARITY_JUMP;PATH_REDUNDANT_CHAIN;PATH_OVER_DEEP,L2-L3语义重复，L3-L4粒度跳跃过大，层级过深但缺乏实质增量。,COMPRESS_CHAIN
A_kimi,P0117_L4_N9596affd,市场主体与网络,7,ROOT>市场主体与网络>航空货运网络>航空货运能力提升>增强货运保障能力>货运通道与设施建设>积极推进机场各货运区规划建设,3,2,2.55,1.05,PATH_GRANULARITY_JUMP;PATH_OVER_DEEP;PATH_REDUNDANT_CHAIN,L2-L4存在语义重复和粒度跳跃，层级过深但实质内容重叠。,COMPRESS_CHAIN
A_kimi,P0166_L4_Na5c9f759,市场主体与网络,7,ROOT>市场主体与网络>载体与物流创新>物流服务与业态创新>优化供应链管理>引进航司提升运力>以运力发展带动航线布局,2,2,2.0,1.0,PATH_SEMANTIC_DRIFT;PATH_GRANULARITY_JUMP;PATH_OVER_DEEP,主题从物流创新突跳至航空运力，供应链管理与航司引进缺乏逻辑衔接，层级过深但实质内容断裂。,MOVE_SUBTREE
A_kimi,P0075_L4_N2d19c279,市场主体与网络,5,ROOT>市场主体与网络>市场主体引育>主体引育专项>引育优质货运代理,3,2,2.55,1.45,PATH_REDUNDANT_CHAIN;PATH_GRANULARITY_JUMP,L2-L3语义高度重复，L3-L4粒度跳跃过大，中间缺乏专项到具体措施的过渡层,COMPRESS_CHAIN
A_kimi,P0144_L4_N70a840eb,市场主体与网络,6,ROOT>市场主体与网络>载体与物流创新>产业载体建设>逐步完善冷链物流产业>完善冷链物流监管体系,3,2,2.55,1.0,PATH_SEMANTIC_DRIFT;PATH_GRANULARITY_JUMP;PATH_OVER_DEEP,L1'市场主体与网络'到L2'载体与物流创新'主题漂移，后续层级粒度跳跃且过深，'产业载体建设'到'冷链物流'跨度过大,INSERT_INTERMEDIATE_NODE
A_kimi,P0130_L3_N2d02331f,市场主体与网络,5,ROOT>市场主体与网络>航空货运网络>航空货运能力提升>鼓励市场主体加强货运能力建设,4,3,3.55,2.95,PATH_GRANULARITY_JUMP,L3到L4存在粒度跳跃，从能力概念直接跳到具体鼓励措施，中间缺少政策工具层。,INSERT_INTERMEDIATE_NODE
A_kimi,P0179_L3_N18ada171,市场主体与网络,6,ROOT>市场主体与网络>载体与物流创新>物流服务与业态创新>发展临空经济>积极推进跨境电商发展,2,2,2.0,1.0,PATH_SEMANTIC_DRIFT;PATH_GRANULARITY_JUMP;PATH_OVER_DEEP,L3后主题从'物流业态创新'突变为'临空经济'，再跳至'跨境电商'，层级逻辑断裂且存在过度细分。,MOVE_SUBTREE
A_kimi,P0162_L2_Nd39445b0,市场主体与网络,5,ROOT>市场主体与网络>载体与物流创新>物流服务与业态创新>大力开拓航空物流新兴业态,3,2,2.55,1.15,PATH_SEMANTIC_DRIFT;PATH_GRANULARITY_JUMP,L1主题'市场主体与网络'与后续物流创新链条存在语义漂移，且L3到L4粒度跳跃过大。,INSERT_INTERMEDIATE_NODE
A_kimi,P0137_L3_N94978a33,市场主体与网络,5,ROOT>市场主体与网络>航空货运网络>航空货运能力提升>提升客机腹舱运力,4,3,3.55,2.95,PATH_GRANULARITY_JUMP,L2到L3存在粒度跳跃，'航空货运网络'直接跳到'能力提升'缺少中间层，L3到L4递进合理。,INSERT_INTERMEDIATE_NODE
A_kimi,P0085_L4_N945a64d3,市场主体与网络,7,ROOT>市场主体与网络>航空货运网络>货运航线网络>构建国际航线网络>完善国际航空货运航线>加密货源丰富地区航线,3,2,2.55,1.05,PATH_GRANULARITY_JUMP;PATH_REDUNDANT_CHAIN;PATH_OVER_DEEP,L2-L4层语义高度重复，层级过深但实质内容未有效递进，存在明显的概念循环和粒度失效。,COMPRESS_CHAIN
A_kimi,P0100_L3_N9ecfe06c,市场主体与网络,5,ROOT>市场主体与网络>航空货运网络>货运航线网络>提升国际货运中转功能,3,2,2.55,1.45,PATH_GRANULARITY_JUMP;PATH_REDUNDANT_CHAIN,L2与L3语义高度重复，L3到L4粒度跳跃过大，从网络结构直接跳到功能提升措施。,COMPRESS_CHAIN
A_kimi,P0123_L2_N13abaa5a_BR_9f83a3,市场主体与网络,6,ROOT>市场主体与网络>航空货运网络>航空货运能力提升>增强货运保障能力>航空货运枢纽建设,4,3,3.55,2.65,PATH_REDUNDANT_CHAIN;PATH_OVER_DEEP,L3-L5层语义重复，'能力提升-保障能力-枢纽建设'存在冗余递进，层级过深但实质增量不足,COMPRESS_CHAIN
A_kimi,P0089_L3_Nb0e7dd4f,市场主体与网络,6,ROOT>市场主体与网络>航空货运网络>货运航线网络>构建国际航线网络>加快数字基建建设,2,2,2.0,1.0,PATH_SEMANTIC_DRIFT;PATH_GRANULARITY_JUMP,L5节点'加快数字基建建设'与航线网络主题完全脱节，且L3-L4存在语义重复，L4-L5出现跨域跳跃。,MOVE_SUBTREE
A_kimi,P0120_L4_Ndfac356a,市场主体与网络,7,ROOT>市场主体与网络>航空货运网络>航空货运能力提升>增强货运保障能力>货运通道与设施建设>规划配置货机位,3,2,2.55,1.05,PATH_GRANULARITY_JUMP;PATH_OVER_DEEP;PATH_REDUNDANT_CHAIN,层级过深且存在语义重复，'航空货运能力提升'与'增强货运保障能力'高度重叠，'货运通道与设施建设'到'规划配置货机位'跳跃过大。,COMPRESS_CHAIN
A_kimi,P0153_L3_Na7c6a537,市场主体与网络,6,ROOT>市场主体与网络>载体与物流创新>物流服务与业态创新>丰富多式联运体系>多式联运发展推进,3,2,2.55,1.0,PATH_SEMANTIC_DRIFT;PATH_GRANULARITY_JUMP;PATH_REDUNDANT_CHAIN,L1主题从'市场主体与网络'漂移为物流创新，L4-L5语义重复且粒度未递进,COMPRESS_CHAIN
A_kimi,P0111_L2_N9ef25cc0,市场主体与网络,5,ROOT>市场主体与网络>航空货运网络>航空货运能力提升>促进航空货量增长,3,2,2.55,1.45,PATH_GRANULARITY_JUMP;PATH_REDUNDANT_CHAIN,L2-L3-L4存在粒度跳跃和语义重复，'航空货运网络'到'航空货运能力提升'再到'促进航空货量增长'逻辑链条断裂且层级功能混淆。,INSERT_INTERMEDIATE_NODE
A_kimi,P0202_L3_N4b540045,通关与口岸效能,5,ROOT>通关与口岸效能>空港口岸优化>优化航空口岸服务功能与环境>加快大通关基地建设运营,4,3,3.55,2.55,PATH_GRANULARITY_JUMP;PATH_OVER_DEEP,L3到L4存在粒度跳跃，'优化服务功能与环境'直接跳到'大通关基地建设'，中间缺少功能优化到具体项目的过渡层。,INSERT_INTERMEDIATE_NODE
A_kimi,P0201_L3_N53ff6178,通关与口岸效能,5,ROOT>通关与口岸效能>空港口岸优化>优化航空口岸服务功能与环境>提高口岸通关便利化水平,3,2,2.55,1.45,PATH_GRANULARITY_JUMP;PATH_REDUNDANT_CHAIN,L3与L4语义高度重复，且L2到L3存在粒度跳跃，层级递进失效,COMPRESS_CHAIN
A_kimi,P0206_L4_N5edfd835,通关与口岸效能,5,ROOT>通关与口岸效能>空港口岸优化>优化航空口岸服务功能与环境>实行一站式通关作业模式,4,3,3.55,2.55,PATH_GRANULARITY_JUMP;PATH_OVER_DEEP,L3到L4存在粒度跳跃，'优化服务功能与环境'直接跳到具体作业模式，中间缺乏过渡层。,INSERT_INTERMEDIATE_NODE
A_kimi,P0224_L4_Ne55e384d,智慧绿色转型,5,ROOT>智慧绿色转型>智慧货运高效管理>单据电子化建设>统筹单据电子化与标准化建设,4,3,3.55,2.45,PATH_GRANULARITY_JUMP;PATH_REDUNDANT_CHAIN,L3到L4语义高度重复，且L2到L3存在粒度跳跃,COMPRESS_CHAIN
A_kimi,P0225_L4_Nea0a385e,智慧绿色转型,5,ROOT>智慧绿色转型>智慧货运高效管理>货运可视化>实现货物状态可视化,4,3,3.55,2.65,PATH_REDUNDANT_CHAIN;PATH_OVER_DEEP,L3与L4语义高度重复，'货运可视化'与'实现货物状态可视化'本质同义，层级过深却无实质增量,COMPRESS_CHAIN
A_kimi,P0220_L2_Nc8ab6162,智慧绿色转型,3,ROOT>智慧绿色转型>提高智慧韧性水平,3,2,2.55,1.15,PATH_SEMANTIC_DRIFT;PATH_GRANULARITY_JUMP,L2节点'提高智慧韧性水平'与L1'智慧绿色转型'主题存在语义偏移，且粒度递进不足。,RENAME_NODE
A_kimi,P0255_L4_N32b417e2,区域协同与产业联动,5,ROOT>区域协同与产业联动>延伸产业丰富业态>交易中心建设>打造生鲜交易中心,3,2,2.55,1.55,PATH_GRANULARITY_JUMP;PATH_OVER_DEEP,L2到L3存在粒度跳跃，L3到L4语义重复，层级过深但实质增量不足,COMPRESS_CHAIN
A_kimi,P0248_L4_Nd3a9b4af,区域协同与产业联动,5,ROOT>区域协同与产业联动>延伸产业丰富业态>延伸航空物流链条>与快递企业深度合作,4,4,4.0,4.0,,无明显问题,KEEP
A_kimi,P0245_L4_N5a060ef1,区域协同与产业联动,5,ROOT>区域协同与产业联动>大力发展航空经济>临空产业推进>加快临空产业园建设,4,3,3.55,2.55,PATH_GRANULARITY_JUMP;PATH_OVER_DEEP,L3与L4语义重复，'临空产业推进'与'加快临空产业园建设'粒度未有效区分，层级过深但增量不足。,COMPRESS_CHAIN
A_kimi,P0235_L3_N792037db,区域协同与产业联动,4,ROOT>区域协同与产业联动>营造宜商宜业环境>优化简化货物安检流程,2,2,2.0,1.0,PATH_SEMANTIC_DRIFT;PATH_GRANULARITY_JUMP,L1'区域协同与产业联动'与L2'营造宜商宜业环境'主题断裂，L3'货物安检'与上层商业环境关联牵强，且从宏观产业直接跳到具体安检操作，粒度跳跃严重。,INSERT_INTERMEDIATE_NODE
A_kimi,P0269_L4_N59784fee,资源与要素保障,5,ROOT>资源与要素保障>加大政策扶持力度>完善配套政策支持>强化双网双枢纽政策支持,3,2,2.55,1.0,PATH_SEMANTIC_DRIFT;PATH_GRANULARITY_JUMP;PATH_REDUNDANT_CHAIN,L1'资源与要素保障'与后续'政策扶持'主题偏离，L2-L4三层均为政策类表述，语义重复且粒度递进失效。,COMPRESS_CHAIN
A_kimi,P0270_L4_Nada24d28,资源与要素保障,5,ROOT>资源与要素保障>加大政策扶持力度>完善配套政策支持>强化促进两个枢纽发展政策支持,3,2,2.55,1.05,PATH_GRANULARITY_JUMP;PATH_REDUNDANT_CHAIN;PATH_OVER_DEEP,L2-L4三层均为政策类表述，语义高度重复，粒度未有效递进，且'两个枢纽'突兀出现缺乏前置说明。,COMPRESS_CHAIN
A_kimi,P0266_L3_N9815851a,资源与要素保障,4,ROOT>资源与要素保障>聚集航空物流资源要素>大力培育适航产业,2,2,2.0,1.0,PATH_SEMANTIC_DRIFT;PATH_GRANULARITY_JUMP,L2到L3主题严重偏离，从'物流资源要素'跳至'适航产业'，且粒度从聚集资源直接跳到培育产业，缺乏中间层。,MOVE_SUBTREE
A_kimi,P0074_L1_N70e79b29_BR_710c1d_BR_aff596,市场主体与网络,5,ROOT>市场主体与网络>市场主体引育>主体引育专项>企业引育,3,2,2.55,1.05,PATH_GRANULARITY_JUMP;PATH_REDUNDANT_CHAIN;PATH_OVER_DEEP,L3-L4存在语义重复与粒度跳层，'主体引育专项'到'企业引育'未实质细化。,COMPRESS_CHAIN
A_kimi,P0070_L2_Naaad89dc,市场主体与网络,5,ROOT>市场主体与网络>市场主体引育>主体引育专项>引入关键市场主体,3,2,2.55,1.05,PATH_GRANULARITY_JUMP;PATH_REDUNDANT_CHAIN;PATH_OVER_DEEP,L2-L3层语义高度重复，且L3到L4粒度跳跃过大，层级过深但缺乏实质增量。,COMPRESS_CHAIN
A_kimi,P0013_L3_Nb28e82d6,战略规划与治理,5,ROOT>战略规划与治理>提升国际货运服务能力>航空货运枢纽建设>整合盘活低效闲置土地资源强化对航空货运枢纽建设项目用地支持,3,2,2.55,1.15,PATH_SEMANTIC_DRIFT;PATH_GRANULARITY_JUMP,L1'战略规划与治理'与L2'提升国际货运服务能力'主题跨度大，L4节点冗长堆砌多个政策动作，粒度跳跃严重。,INSERT_INTERMEDIATE_NODE
A_kimi,P0159_L4_N3ac13c17,市场主体与网络,7,ROOT>市场主体与网络>载体与物流创新>物流服务与业态创新>丰富多式联运体系>多式联运网络建设>探索异地货站模式,3,2,2.55,1.0,PATH_SEMANTIC_DRIFT;PATH_GRANULARITY_JUMP;PATH_OVER_DEEP,L1主题从'市场主体与网络'漂移为物流技术议题，中间层存在语义重复和粒度跳跃。,COMPRESS_CHAIN
A_kimi,P0195_L4_N9273a814,通关与口岸效能,5,ROOT>通关与口岸效能>空港口岸优化>提升航空口岸便利化水平>建立三关合一创新监管模式,4,3,3.55,2.55,PATH_GRANULARITY_JUMP;PATH_OVER_DEEP,L3到L4粒度跳跃过大，'三关合一'作为具体措施直接承接'便利化水平'目标，中间缺少机制/制度层过渡。,INSERT_INTERMEDIATE_NODE
A_kimi,P0050_L3_Nbf6e7bf3,基础设施与枢纽,4,ROOT>基础设施与枢纽>货运基础设施>完善货运航线网络,4,3,3.55,2.95,PATH_GRANULARITY_JUMP,L2到L3存在粒度跳跃，从'货运基础设施'直接跳到'完善货运航线网络'，缺少中间层如'航空货运'或'航线网络建设'。,INSERT_INTERMEDIATE_NODE
A_kimi,P0037_L3_N06f95f57,基础设施与枢纽,5,ROOT>基础设施与枢纽>货运基础设施>提升航空货运枢纽集疏运能力>推进航空客货枢纽建设,2,2,2.0,1.0,PATH_GRANULARITY_JUMP;PATH_REDUNDANT_CHAIN;PATH_OVER_DEEP,L3到L4出现逻辑倒置，'提升集疏运能力'比'推进枢纽建设'更具体，层级关系颠倒且语义重复。,COMPRESS_CHAIN
A_kimi,P0186_L4_N8bd3a8a5,市场主体与网络,6,ROOT>市场主体与网络>载体与物流创新>物流服务与业态创新>发展临空经济>加快中转硬件设施配套,2,2,2.0,1.0,PATH_SEMANTIC_DRIFT;PATH_GRANULARITY_JUMP,L3到L4主题从'物流服务创新'跳变为'临空经济'，L4到L5粒度跳跃过大，整体链条断裂。,MOVE_SUBTREE
A_kimi,P0168_L3_N90c2cae1,市场主体与网络,6,ROOT>市场主体与网络>载体与物流创新>物流服务与业态创新>优化供应链管理>企业运营环境优化,2,2,2.0,1.0,PATH_SEMANTIC_DRIFT;PATH_GRANULARITY_JUMP;PATH_OVER_DEEP,主题从物流创新突跳至企业运营环境，层级过深且语义断裂严重,MOVE_SUBTREE
A_kimi,P0084_L4_Nb11795db,市场主体与网络,7,ROOT>市场主体与网络>航空货运网络>货运航线网络>构建国际航线网络>完善国际航空货运航线>开通贸易密切城市航线,3,2,2.55,1.65,PATH_REDUNDANT_CHAIN;PATH_OVER_DEEP,L2-L5存在严重语义重复，'航空货运网络'-'货运航线网络'-'构建国际航线网络'-'完善国际航空货运航线'层层嵌套同义概念，层级过深却无实质增量。,COMPRESS_CHAIN
B_claude,P0015_L3_N55664f5d,战略规划与治理,5,ROOT>战略规划与治理>提升国际货运服务能力>航空货运枢纽建设>开展航空货运发展专项研究,4,4,4.0,3.2,PATH_SEMANTIC_DRIFT,L1'战略规划与治理'偏宏观治理层面，而L2起转向具体货运业务能力建设，与治理主题略有偏离,KEEP
B_claude,P0014_L3_Ne78d3c45,战略规划与治理,5,ROOT>战略规划与治理>提升国际货运服务能力>航空货运枢纽建设>开展航空货运总体规划研究,4,4,4.0,4.0,,L1'战略规划与治理'偏宏观治理视角，L2直接进入货运服务能力提升，主题衔接略有跳跃，但整体链条合理,KEEP
B_claude,P0019_L3_N55fb6992,战略规划与治理,4,ROOT>战略规划与治理>规划顶层设计>加强规划顶层设计,3,2,2.55,2.05,PATH_REDUNDANT_CHAIN,L2'规划顶层设计'与L3'加强规划顶层设计'语义高度重复，仅多了'加强'二字，缺乏实质粒度递进。,COMPRESS_CHAIN
B_claude,P0039_L4_N4b0d0e0c,基础设施与枢纽,6,ROOT>基础设施与枢纽>货运基础设施>提升航空货运枢纽集疏运能力>增强航空货运基础保障能力>优化空港口岸海关指定监管场地布局,4,3,3.55,3.05,PATH_REDUNDANT_CHAIN,L3'提升航空货运枢纽集疏运能力'与L4'增强航空货运基础保障能力'语义高度重叠，均表达航空货运能力提升，缺乏实质性递进区分。,COMPRESS_CHAIN
B_claude,P0038_L4_Nf737d76d,基础设施与枢纽,6,ROOT>基础设施与枢纽>货运基础设施>提升航空货运枢纽集疏运能力>增强航空货运基础保障能力>加强地面综合交通能力匹配,3,3,3.0,2.1,PATH_REDUNDANT_CHAIN;PATH_OVER_DEEP,"L3到L5存在语义重复和冗余递进,集疏运能力、基础保障能力、地面交通能力概念交叉重叠",COMPRESS_CHAIN
B_claude,P0048_L3_Nbccd8d12,基础设施与枢纽,4,ROOT>基础设施与枢纽>货运基础设施>增加机场高峰小时容量,4,4,4.0,3.2,PATH_SEMANTIC_DRIFT,'增加机场高峰小时容量'更偏向客运/航空运输通用容量，与'货运基础设施'的对应关系不够精确。,RENAME_NODE
B_claude,P0046_L4_N3220a070,基础设施与枢纽,5,ROOT>基础设施与枢纽>货运基础设施>提升航空货运枢纽集疏运能力>着力打造内畅外联航线网络,4,3,3.55,2.75,PATH_SEMANTIC_DRIFT,L4'航线网络'侧重航线运营层面，与L3'集疏运能力'（地面衔接转运）语义方向有偏移,MOVE_SUBTREE
B_claude,P0042_L2_Nb80d9c6e_BR_fdd38b,基础设施与枢纽,5,ROOT>基础设施与枢纽>货运基础设施>提升航空货运枢纽集疏运能力>航线网络建设,4,3,3.55,2.75,PATH_SEMANTIC_DRIFT,航线网络建设偏向运营层面，与上层集疏运能力（侧重地面衔接）的语义方向存在轻微偏移,MOVE_SUBTREE
B_claude,P0027_L3_Nd571b089,基础设施与枢纽,5,ROOT>基础设施与枢纽>货运基础设施>提升货运设施保障能力>提升装备专业化水平,4,3,3.55,2.95,PATH_GRANULARITY_JUMP,L3到L4从'设施保障能力'跳到'装备专业化水平'，装备与设施概念有差异，递进略显跳跃。,INSERT_INTERMEDIATE_NODE
B_claude,P0086_L4_Na37f8214,市场主体与网络,7,ROOT>市场主体与网络>航空货运网络>货运航线网络>构建国际航线网络>完善国际航空货运航线>引导国际货运航线布局与制造业需求对接,4,3,3.55,2.65,PATH_REDUNDANT_CHAIN;PATH_OVER_DEEP,'航空货运网络'→'货运航线网络'→'构建国际航线网络'→'完善国际航空货运航线'四层语义高度重叠，粒度递进不足。,COMPRESS_CHAIN
B_claude,P0160_L4_Na8ba2f4a,市场主体与网络,7,ROOT>市场主体与网络>载体与物流创新>物流服务与业态创新>丰富多式联运体系>多式联运网络建设>探索开展多式联运,3,2,2.55,1.65,PATH_REDUNDANT_CHAIN;PATH_OVER_DEEP,'丰富多式联运体系'、'多式联运网络建设'、'探索开展多式联运'三层语义高度重复，层级过深但缺乏实质递进。,COMPRESS_CHAIN
B_claude,P0158_L4_Na35280bb,市场主体与网络,7,ROOT>市场主体与网络>载体与物流创新>物流服务与业态创新>丰富多式联运体系>多式联运网络建设>构建多式联运的物流网络,3,2,2.55,1.65,PATH_REDUNDANT_CHAIN;PATH_OVER_DEEP,depth 4-6三层均围绕'多式联运'反复表述，语义增量极小，层级过深且冗余。,COMPRESS_CHAIN
B_claude,P0071_L1_N70e79b29_BR_946648,市场主体与网络,5,ROOT>市场主体与网络>市场主体引育>主体引育专项>货运代理引育,3,2,2.55,1.45,PATH_REDUNDANT_CHAIN;PATH_GRANULARITY_JUMP,L2'市场主体引育'与L3'主体引育专项'语义高度重复，L3到L4从泛化专项直接跳到具体货运代理细分领域，层级结构不合理。,COMPRESS_CHAIN
B_claude,P0117_L4_N9596affd,市场主体与网络,7,ROOT>市场主体与网络>航空货运网络>航空货运能力提升>增强货运保障能力>货运通道与设施建设>积极推进机场各货运区规划建设,4,3,3.55,2.65,PATH_REDUNDANT_CHAIN;PATH_OVER_DEEP,'航空货运能力提升'与'增强货运保障能力'语义高度重叠，'货运通道与设施建设'与叶节点间粒度增量有限，整体层级偏深。,COMPRESS_CHAIN
B_claude,P0166_L4_Na5c9f759,市场主体与网络,7,ROOT>市场主体与网络>载体与物流创新>物流服务与业态创新>优化供应链管理>引进航司提升运力>以运力发展带动航线布局,3,3,3.0,1.3,PATH_SEMANTIC_DRIFT;PATH_OVER_DEEP;PATH_REDUNDANT_CHAIN,从'优化供应链管理'跳转到'引进航司提升运力'存在主题偏移，末两层语义高度重叠且层级过深缺乏实质增量。,COMPRESS_CHAIN
B_claude,P0075_L4_N2d19c279,市场主体与网络,5,ROOT>市场主体与网络>市场主体引育>主体引育专项>引育优质货运代理,5,5,5.0,5.0,,无明显问题,KEEP
B_claude,P0144_L4_N70a840eb,市场主体与网络,6,ROOT>市场主体与网络>载体与物流创新>产业载体建设>逐步完善冷链物流产业>完善冷链物流监管体系,3,3,3.0,1.7,PATH_SEMANTIC_DRIFT;PATH_REDUNDANT_CHAIN,L1'市场主体与网络'侧重主体和网络关系，路径却逐步收窄到冷链物流载体与监管，主题从市场网络漂移到物流基础设施；L4与L5语义高度重叠。,COMPRESS_CHAIN
B_claude,P0130_L3_N2d02331f,市场主体与网络,5,ROOT>市场主体与网络>航空货运网络>航空货运能力提升>鼓励市场主体加强货运能力建设,4,3,3.55,3.05,PATH_REDUNDANT_CHAIN,L3'航空货运能力提升'与L4'鼓励市场主体加强货运能力建设'语义高度重叠，细化增量有限。,COMPRESS_CHAIN
B_claude,P0179_L3_N18ada171,市场主体与网络,6,ROOT>市场主体与网络>载体与物流创新>物流服务与业态创新>发展临空经济>积极推进跨境电商发展,3,3,3.0,2.2,PATH_SEMANTIC_DRIFT,'发展临空经济'与上层'物流服务与业态创新'关联尚可，但'积极推进跨境电商发展'偏离临空经济主题，更偏向贸易而非物流载体。,MOVE_SUBTREE
B_claude,P0162_L2_Nd39445b0,市场主体与网络,5,ROOT>市场主体与网络>载体与物流创新>物流服务与业态创新>大力开拓航空物流新兴业态,3,3,3.0,1.7,PATH_REDUNDANT_CHAIN;PATH_SEMANTIC_DRIFT,L2'载体与物流创新'与L3'物流服务与业态创新'语义高度重叠，且L1'市场主体与网络'与后续物流创新主题关联较弱。,COMPRESS_CHAIN
B_claude,P0137_L3_N94978a33,市场主体与网络,5,ROOT>市场主体与网络>航空货运网络>航空货运能力提升>提升客机腹舱运力,4,3,3.55,3.05,PATH_REDUNDANT_CHAIN,L2'航空货运网络'与L3'航空货运能力提升'语义高度重叠，能力提升本质上是网络建设的同义表述，中间缺乏实质性递进。,COMPRESS_CHAIN
