model_name,sample_id,node_id,node_label,level,depth,l1_label,high_risk,vertical_coherence,horizontal_coherence,label_quality,node_score_raw,node_score_adjusted,flags,issue_summary,suggested_fix_type
A_kimi,N0010_L2_N242a428d,L2_N242a428d,加强政策协同创新,L2,2,战略规划与治理,False,4,3,4,3.65,3.45,MIXED_ABSTRACTION_SIBLINGS,兄弟节点粒度与抽象层级混杂，'提升国际货运服务能力'明显偏离战略规划主题,MOVE_TO_OTHER_PARENT
A_kimi,N0011_L2_N6da1b013,L2_N6da1b013,注重规划支撑引领,L2,2,战略规划与治理,False,3,2,3,2.65,1.95,SIBLING_SEMANTIC_DUPLICATE;MIXED_ABSTRACTION_SIBLINGS,"与兄弟节点""强化战略统筹引领""语义高度重复，且兄弟节点粒度混杂（含具体业务""国际货运服务能力""）。",MERGE_WITH_SIBLING
A_kimi,N0012_L2_N578f3b8a,L2_N578f3b8a,提升国际货运服务能力,L2,2,战略规划与治理,False,2,3,4,2.85,2.15,SEMANTIC_DRIFT_CHILD;GRANULARITY_JUMP,当前节点与父节点'战略规划与治理'存在严重语义漂移，国际货运服务属于运营执行层面，非战略规划范畴。,MOVE_TO_OTHER_PARENT
A_kimi,N0013_L1_N762e6689_BR_c43b41,L1_N762e6689_BR_c43b41,规划顶层设计,L2,2,战略规划与治理,False,2,3,3,2.6,1.1,PARENT_CHILD_IDENTICAL;SIBLING_SEMANTIC_DUPLICATE,"当前节点与子节点标签几乎完全相同，且与兄弟节点""注重规划支撑引领""""强化战略统筹引领""高度重复",MERGE_WITH_SIBLING
A_kimi,N0014_L1_N6e836104_BR_7637d7,L1_N6e836104_BR_7637d7,枢纽规划与建设,L2,2,基础设施与枢纽,False,2,3,4,2.85,1.95,SIBLING_SEMANTIC_DUPLICATE;MIXED_ABSTRACTION_SIBLINGS;GRANULARITY_JUMP,子节点存在严重粒度混乱和层级跳跃，兄弟节点'基础设施建设'与当前节点高度重复,MERGE_WITH_SIBLING
A_kimi,N0015_L2_Nd8a500a1,L2_Nd8a500a1,加快完善枢纽规划布局,L2,3,基础设施与枢纽,True,4,2,4,3.3,2.1,MIXED_ABSTRACTION_SIBLINGS;SIBLING_SEMANTIC_DUPLICATE;LOW_ABSTRACTION_PARENT,兄弟节点层级混乱，存在L2/L3混杂及语义重复,MOVE_TO_OTHER_PARENT
A_kimi,N0016_L2_N0a6e8ca5,L2_N0a6e8ca5,加快推进基础设施建设,L2,3,基础设施与枢纽,True,2,2,3,2.25,1.0,SIBLING_SEMANTIC_DUPLICATE;MIXED_ABSTRACTION_SIBLINGS;PARENT_CHILD_IDENTICAL,与兄弟节点L1_N6e836104_BR_99d8b8'基础设施建设'完全重复，且父节点'枢纽规划与建设'与当前节点存在概念跳跃,MERGE_WITH_SIBLING
A_kimi,N0017_L2_N7d5270bf,L2_N7d5270bf,集中力量建设中国国际航空物流中心,L2,3,基础设施与枢纽,True,2,2,3,2.25,1.35,SIBLING_SEMANTIC_DUPLICATE;MIXED_ABSTRACTION_SIBLINGS;GRANULARITY_JUMP,当前节点与兄弟节点L3_Nd003c070高度重复，且兄弟节点层级混杂（L2与L3并存），粒度跳跃严重,MERGE_WITH_SIBLING
A_kimi,N0018_L1_N6e836104_BR_99d8b8,L1_N6e836104_BR_99d8b8,基础设施建设,L2,3,基础设施与枢纽,True,2,2,3,2.25,1.35,SIBLING_SEMANTIC_DUPLICATE;MIXED_ABSTRACTION_SIBLINGS;GRANULARITY_JUMP,与兄弟节点'加快推进基础设施建设'高度重复，且兄弟节点层级混杂（L2/L3混排），当前节点作为L3节点与父节点L2粒度跳跃不合理,MERGE_WITH_SIBLING
A_kimi,N0019_L1_N6e836104_BR_c83016,L1_N6e836104_BR_c83016,货运基础设施,L2,2,基础设施与枢纽,True,2,3,4,2.85,2.45,MIXED_ABSTRACTION_SIBLINGS;GRANULARITY_JUMP,子节点层级混乱，存在L2子节点混入L3子节点列表，且子节点粒度跳跃严重,SPLIT_NODE
A_kimi,N0020_L2_Nadf8c478,L2_Nadf8c478,完善机场货运基础设施,L2,3,基础设施与枢纽,True,2,2,4,2.5,1.0,PARENT_CHILD_IDENTICAL;MIXED_ABSTRACTION_SIBLINGS;LOW_ABSTRACTION_PARENT,父节点'货运基础设施'与当前节点'完善机场货运基础设施'高度重复，且兄弟节点层级混杂（L2/L3混排），父节点本身抽象度不足。,MERGE_WITH_SIBLING
A_kimi,N0021_L1_N6e836104_BR_7c2433,L1_N6e836104_BR_7c2433,物流体系与通达性,L2,2,基础设施与枢纽,False,4,3,4,3.65,3.45,MIXED_ABSTRACTION_SIBLINGS,兄弟节点抽象层级混杂，'物流体系与通达性'与'枢纽规划与建设''货运基础设施'存在概念交叉。,MERGE_WITH_SIBLING
A_kimi,N0022_L1_N6e836104_BR_e7aeb0,L1_N6e836104_BR_e7aeb0,资源与运营保障,L2,2,基础设施与枢纽,False,3,3,3,3.0,2.3,MIXED_ABSTRACTION_SIBLINGS;SEMANTIC_DRIFT_CHILD,当前节点与兄弟节点粒度不一致，且子节点内容偏向'运营环境改善'和'政策激励'，与'资源与运营保障'标签存在语义偏移。,RENAME
A_kimi,N0023_L1_N70e79b29_BR_6c0dca,L1_N70e79b29_BR_6c0dca,市场主体引育,L2,2,市场主体与网络,True,4,3,4,3.65,3.15,SIBLING_SEMANTIC_DUPLICATE,"与兄弟节点""市场主体引育""（L1_N70e79b29_BR_6c0dca_7ecc）完全重复，应合并",MERGE_WITH_SIBLING
A_kimi,N0024_L1_N70e79b29_BR_02c746,L1_N70e79b29_BR_02c746,市场拓展与推介,L2,2,市场主体与网络,False,4,3,4,3.65,3.15,SIBLING_SEMANTIC_DUPLICATE,"存在兄弟节点标签完全重复（""市场主体引育""出现两次）",MERGE_WITH_SIBLING
A_kimi,N0025_L1_N70e79b29_BR_6c0dca_7ecc,L1_N70e79b29_BR_6c0dca_7ecc,市场主体引育,L2,2,市场主体与网络,True,4,4,4,4.0,3.0,PARENT_CHILD_IDENTICAL,当前节点与兄弟节点L1_N70e79b29_BR_6c0dca标签完全相同，存在重复节点,MERGE_WITH_SIBLING
A_kimi,N0026_L1_N70e79b29_BR_ec0720,L1_N70e79b29_BR_ec0720,航空货运网络,L2,2,市场主体与网络,False,4,3,4,3.65,3.15,SIBLING_SEMANTIC_DUPLICATE,兄弟节点存在重复标签'市场主体引育'出现两次,MERGE_WITH_SIBLING
A_kimi,N0027_L1_N70e79b29_BR_2ba3df,L1_N70e79b29_BR_2ba3df,载体与物流创新,L2,2,市场主体与网络,False,4,3,4,3.65,3.15,SIBLING_SEMANTIC_DUPLICATE,兄弟节点存在重复标签'市场主体引育'出现两次,MERGE_WITH_SIBLING
A_kimi,N0028_L2_Ne455f9ae,L2_Ne455f9ae,自贸赋能临空产业,L2,2,通关与口岸效能,False,3,3,4,3.25,2.25,SEMANTIC_DRIFT_CHILD;SIBLING_SEMANTIC_DUPLICATE,当前节点与父节点'通关与口岸效能'存在语义偏移，且兄弟节点中存在重复标签'空港口岸优化',MOVE_TO_OTHER_PARENT
A_kimi,N0029_L1_N6be998d8_BR_8df89b,L1_N6be998d8_BR_8df89b,空港口岸优化,L2,2,通关与口岸效能,True,2,2,4,2.5,1.3,SIBLING_SEMANTIC_DUPLICATE;MIXED_ABSTRACTION_SIBLINGS;UNBALANCED_BRANCHING,"与兄弟节点""空港口岸优化""完全重复，且子节点层级混乱含L2/L3混杂",MERGE_WITH_SIBLING
A_kimi,N0030_L2_N9e86e873,L2_N9e86e873,提升空港口岸作业效率,L2,3,通关与口岸效能,True,4,2,4,3.3,2.6,SIBLING_SEMANTIC_DUPLICATE;MIXED_ABSTRACTION_SIBLINGS,与多个兄弟节点存在严重语义重复，且兄弟层级混杂（L2/L3混排）,MERGE_WITH_SIBLING
A_kimi,N0031_L2_Nbde783bd,L2_Nbde783bd,优化航空口岸服务环境,L2,3,通关与口岸效能,True,3,2,4,2.9,2.2,SIBLING_SEMANTIC_DUPLICATE;MIXED_ABSTRACTION_SIBLINGS,"与兄弟节点""优化航空口岸服务功能与环境""高度重复，且兄弟节点层级混杂（L2/L3混排）。",MERGE_WITH_SIBLING
A_kimi,N0032_L2_N227589e0,L2_N227589e0,提升口岸服务效能,L2,3,通关与口岸效能,True,2,2,3,2.25,1.35,SIBLING_SEMANTIC_DUPLICATE;MIXED_ABSTRACTION_SIBLINGS;GRANULARITY_JUMP,当前节点与多个兄弟节点语义高度重复，且层级标注混乱（L2节点出现在depth=3位置）。,MERGE_WITH_SIBLING
A_kimi,N0033_L1_N6be998d8_BR_8df89b_f5a4,L1_N6be998d8_BR_8df89b_f5a4,空港口岸优化,L2,2,通关与口岸效能,True,5,2,4,3.7,3.2,SIBLING_SEMANTIC_DUPLICATE,"与兄弟节点""L1_N6be998d8_BR_8df89b""标签完全相同，存在重复节点",MERGE_WITH_SIBLING
A_kimi,N0034_L1_N6be998d8_BR_995bce,L1_N6be998d8_BR_995bce,费用与通关便利,L2,2,通关与口岸效能,False,2,3,3,2.6,1.7,MIXED_ABSTRACTION_SIBLINGS;GRANULARITY_JUMP;SEMANTIC_DRIFT_CHILD,当前节点将'费用'与'通关便利'两个异质概念并列，且子节点层级混乱（含L2子节点），与父节点'通关与口岸效能'存在语义偏移。,SPLIT_NODE
A_kimi,N0035_L1_N6be998d8_BR_b1e228,L1_N6be998d8_BR_b1e228,通关便利化,L2,3,通关与口岸效能,True,2,2,3,2.25,1.0,SIBLING_SEMANTIC_DUPLICATE;PARENT_CHILD_IDENTICAL,"与兄弟节点""提升口岸通关便利化""高度重复，且父节点""费用与通关便利""已包含""通关便利""语义，造成父子同义。",MERGE_WITH_SIBLING
A_kimi,N0036_L2_Ne1879105,L2_Ne1879105,提升枢纽智慧水平,L2,2,智慧绿色转型,False,3,2,4,2.9,1.7,SIBLING_SEMANTIC_DUPLICATE;MIXED_ABSTRACTION_SIBLINGS;LOW_ABSTRACTION_PARENT,兄弟节点存在严重语义重复与层级混杂，父节点无法有效概括子节点集合,MERGE_WITH_SIBLING
A_kimi,N0037_L2_Na75f0b05,L2_Na75f0b05,提升枢纽绿色水平,L2,2,智慧绿色转型,False,5,3,4,4.05,3.35,MIXED_ABSTRACTION_SIBLINGS;SIBLING_SEMANTIC_DUPLICATE,兄弟节点抽象层级混杂，存在语义重复与分类逻辑不清。,MERGE_WITH_SIBLING
A_kimi,N0038_L2_Nc8ab6162,L2_Nc8ab6162,提高智慧韧性水平,L2,2,智慧绿色转型,False,2,3,3,2.6,1.9,SEMANTIC_DRIFT_CHILD;MIXED_ABSTRACTION_SIBLINGS,当前节点'韧性'概念与父节点'智慧绿色'主题明显偏离，且兄弟节点中混入'航空货运转型'这一不同维度分类。,MOVE_TO_OTHER_PARENT
A_kimi,N0039_L2_Nfdcfd3c4,L2_Nfdcfd3c4,智慧货运高效管理,L2,2,智慧绿色转型,False,3,2,3,2.65,1.75,SIBLING_SEMANTIC_DUPLICATE;MIXED_ABSTRACTION_SIBLINGS;GRANULARITY_JUMP,兄弟节点存在语义重复与层级混杂，'航空货运转型'与当前节点货运主题重叠，且子节点粒度跳跃严重。,MERGE_WITH_SIBLING
A_kimi,N0040_L1_N6bbea948_BR_3d6bc6,L1_N6bbea948_BR_3d6bc6,航空货运转型,L2,2,智慧绿色转型,False,3,3,4,3.25,2.55,SEMANTIC_DRIFT_CHILD;MIXED_ABSTRACTION_SIBLINGS,当前节点聚焦'航空货运'具体领域，与父节点'智慧绿色转型'的通用框架存在语义漂移；兄弟节点多为'智慧/绿色/韧性'能力维度，而非业务领域，分类逻辑不一致。,MOVE_TO_OTHER_PARENT
A_kimi,N0041_L2_Nc81ee0b8,L2_Nc81ee0b8,大力拓展货源腹地,L2,2,区域协同与产业联动,False,4,3,4,3.65,3.15,SIBLING_SEMANTIC_DUPLICATE,"子节点""东盟电商服务""与兄弟节点""东盟电商服务拓展""高度重复，存在语义漂移嫌疑",MERGE_WITH_SIBLING
A_kimi,N0042_L2_N6d9c5da7,L2_N6d9c5da7,营造宜商宜业环境,L2,2,区域协同与产业联动,False,2,3,4,2.85,2.15,SEMANTIC_DRIFT_CHILD;MIXED_ABSTRACTION_SIBLINGS,当前节点与父节点'区域协同与产业联动'主题明显偏离，子节点聚焦口岸通关便利化，与'宜商宜业环境'的宽泛表述不匹配,RENAME
A_kimi,N0043_L2_Na5b73aaf,L2_Na5b73aaf,推动区港联动发展,L2,2,区域协同与产业联动,False,4,3,4,3.65,3.45,MIXED_ABSTRACTION_SIBLINGS,兄弟节点粒度不均，'大力发展航空经济'与'营造宜商宜业环境'与其他节点抽象层级不一致,KEEP
A_kimi,N0044_L2_N4f9516d8,L2_N4f9516d8,大力发展航空经济,L2,2,区域协同与产业联动,False,3,4,4,3.6,2.1,SIBLING_SEMANTIC_DUPLICATE;PARENT_CHILD_IDENTICAL,子节点存在严重重复：'推进临空经济发展'与'发展临空经济'完全同义，且与父节点'航空经济'概念边界模糊,MERGE_WITH_SIBLING
A_kimi,N0045_L2_Nd825449f,L2_Nd825449f,延伸产业丰富业态,L2,2,区域协同与产业联动,False,3,3,3,3.0,2.6,MIXED_ABSTRACTION_SIBLINGS;GRANULARITY_JUMP,"与兄弟节点粒度不均，子节点中""交易中心建设""与""生鲜交易市场建设""存在层级混淆，标签表述偏口号化。",RENAME
A_kimi,N0046_L2_N649ec6c7,L2_N649ec6c7,扎实做好货物运输保障,L2,2,资源与要素保障,False,4,3,3,3.4,2.7,SIBLING_SEMANTIC_DUPLICATE;MIXED_ABSTRACTION_SIBLINGS,兄弟节点存在语义重复和抽象层级混杂，子节点存在完全重复标签,MERGE_WITH_SIBLING
A_kimi,N0047_L2_N9f46f3fd,L2_N9f46f3fd,继续做好航空资源保障,L2,2,资源与要素保障,False,3,3,3,3.0,2.3,SIBLING_SEMANTIC_DUPLICATE;MIXED_ABSTRACTION_SIBLINGS,"与兄弟节点""聚集航空物流资源要素""高度重复，且兄弟节点抽象层级混杂",MERGE_WITH_SIBLING
A_kimi,N0048_L2_Nbd50000d,L2_Nbd50000d,持续提升服务保障能力,L2,2,资源与要素保障,False,3,3,3,3.0,2.3,SEMANTIC_DRIFT_CHILD;MIXED_ABSTRACTION_SIBLINGS,当前节点与父节点'资源与要素保障'语义关联较弱，偏向服务效能而非资源要素；兄弟节点粒度与抽象层级混杂。,MOVE_TO_OTHER_PARENT
A_kimi,N0049_L2_N306e9a75,L2_N306e9a75,强化基础能力保障,L2,2,资源与要素保障,False,3,3,3,3.0,2.3,SIBLING_SEMANTIC_DUPLICATE;MIXED_ABSTRACTION_SIBLINGS,"与兄弟节点""持续提升服务保障能力""语义高度重叠，且兄弟节点抽象层级混杂，子节点存在完全重复标签",MERGE_WITH_SIBLING
A_kimi,N0050_L2_Nff3b5230,L2_Nff3b5230,聚集航空物流资源要素,L2,2,资源与要素保障,False,4,3,4,3.65,3.45,MIXED_ABSTRACTION_SIBLINGS,兄弟节点粒度与抽象层级混杂，当前节点聚焦'航空物流'细分领域，与其他兄弟的泛化表述不一致,RENAME
A_kimi,N0051_L2_N24b2144b,L2_N24b2144b,加大政策扶持力度,L2,2,资源与要素保障,False,3,3,4,3.25,2.75,SEMANTIC_DRIFT_CHILD,当前节点与父节点'资源与要素保障'存在语义偏移，政策扶持属于制度/政策维度，而非直接的资源要素保障。,MOVE_TO_OTHER_PARENT
A_kimi,N0052_L2_Ne455f9ae_BR_b74a14,L2_Ne455f9ae_BR_b74a14,片区联动发展,L3,3,通关与口岸效能,False,3,2,3,2.65,1.95,SIBLING_SEMANTIC_DUPLICATE;MIXED_ABSTRACTION_SIBLINGS,"与兄弟节点""大通关与自贸区联动""及""强化大通关基地与自贸试验区机场片区联动发展""高度重复，且兄弟节点层级混杂（L3/L4标签混用）。",MERGE_WITH_SIBLING
A_kimi,N0053_L2_Nfdcfd3c4_BR_a78b7b,L2_Nfdcfd3c4_BR_a78b7b,资金引入,L3,3,智慧绿色转型,False,2,2,3,2.25,1.55,SEMANTIC_DRIFT_CHILD;MIXED_ABSTRACTION_SIBLINGS,资金引入与智慧货运高效管理主题严重偏离，与兄弟节点技术/管理类内容不并列,MOVE_TO_OTHER_PARENT
A_kimi,N0054_L3_Nbf5cb6ef,L3_Nbf5cb6ef,提升航空货运安全韧性水平,L3,3,智慧绿色转型,False,4,5,4,4.35,4.35,,无明显问题,KEEP
A_kimi,N0055_L2_Nd825449f_BR_4fe323,L2_Nd825449f_BR_4fe323,交易中心建设,L3,3,区域协同与产业联动,False,3,3,3,3.0,2.3,SIBLING_SEMANTIC_DUPLICATE;MIXED_ABSTRACTION_SIBLINGS,与兄弟节点'生鲜交易市场建设'高度重复，且'交易中心建设'过于宽泛，与'生鲜交易市场'粒度不一致,MERGE_WITH_SIBLING
A_kimi,N0056_L2_N4f9516d8_BR_ebb95b,L2_N4f9516d8_BR_ebb95b,航空维修支持,L3,3,区域协同与产业联动,False,4,3,4,3.65,2.95,SIBLING_SEMANTIC_DUPLICATE;MIXED_ABSTRACTION_SIBLINGS,兄弟节点存在严重重复：'推进临空经济发展'与'发展临空经济'同义，'临空产业推进'也与前者重复，且抽象层级混杂。,MERGE_WITH_SIBLING
A_kimi,N0057_L3_N09522c48,L3_N09522c48,推进智慧平台建设,L3,3,智慧绿色转型,False,3,2,4,2.9,2.2,MIXED_ABSTRACTION_SIBLINGS;SIBLING_SEMANTIC_DUPLICATE,兄弟节点抽象层级混杂，存在语义重复和粒度跳跃问题,SPLIT_NODE
A_kimi,N0058_L2_Nb80d9c6e,L2_Nb80d9c6e,提升航空货运枢纽集疏运能力,L3,3,基础设施与枢纽,True,2,2,3,2.25,1.35,SIBLING_SEMANTIC_DUPLICATE;MIXED_ABSTRACTION_SIBLINGS;GRANULARITY_JUMP,当前节点与兄弟节点存在严重层级混乱和语义重复，父节点'货运基础设施'下混杂L2/L3层级节点，且'提升航空货运枢纽集疏运能力'与'增强机场集疏运能力'等子节点语义重叠。,MERGE_WITH_SIBLING
A_kimi,N0059_L1_N70e79b29_BR_c48137,L1_N70e79b29_BR_c48137,货运航线网络,L3,3,市场主体与网络,True,2,4,4,3.2,1.5,PARENT_CHILD_IDENTICAL;UNBALANCED_BRANCHING;GRANULARITY_JUMP,父节点'航空货运网络'与当前节点'货运航线网络'语义高度重叠，且子节点数量过多（17个），粒度跳跃严重。,COMPRESS_PARENT_CHILD
A_kimi,N0060_L2_Nc81ee0b8_BR_a92ee4,L2_Nc81ee0b8_BR_a92ee4,东盟电商服务,L3,3,区域协同与产业联动,False,3,2,4,2.9,2.4,SIBLING_SEMANTIC_DUPLICATE,"与兄弟节点""东盟电商服务拓展""高度重复，应合并",MERGE_WITH_SIBLING
A_kimi,N0061_L3_N7e9ff5f6,L3_N7e9ff5f6,提升航空口岸便利化水平,L3,3,通关与口岸效能,False,4,2,4,3.3,2.1,SIBLING_SEMANTIC_DUPLICATE;MIXED_ABSTRACTION_SIBLINGS;LOW_ABSTRACTION_PARENT,兄弟节点存在严重语义重复与层级混杂，父节点'空港口岸优化'与多个L2/L3兄弟并列，分类逻辑混乱。,MERGE_WITH_SIBLING
A_kimi,N0062_L3_Ne455f9ae,L3_Ne455f9ae,发挥自贸试验区优势赋能临空产业发展,L3,3,通关与口岸效能,False,2,3,3,2.6,1.4,PARENT_CHILD_IDENTICAL;GRANULARITY_JUMP,当前节点与父节点标签高度同义重复，仅添加'发挥''优势'等修饰词，未形成有效下位分解，且与兄弟节点'大通关与自贸区联动''片区联动发展'等具体举措相比，抽象层级混乱。,MERGE_WITH_SIBLING
A_kimi,N0063_L1_N70e79b29_BR_a56c84,L1_N70e79b29_BR_a56c84,产业载体建设,L3,3,市场主体与网络,False,4,5,3,4.1,4.1,,标签过泛，'产业载体'与父节点'载体与物流创新'中的'载体'重复，且子节点实际聚焦'物流'领域，标签未能准确限定范围,RENAME
A_kimi,N0064_L3_N5b8fd671,L3_N5b8fd671,推动航空货运绿色低碳发展,L3,3,智慧绿色转型,False,5,4,4,4.4,4.4,,无明显问题,KEEP
A_kimi,N0065_L3_N1b187997,L3_N1b187997,提升航空货运智慧化水平,L3,3,智慧绿色转型,False,4,2,4,3.3,2.6,MIXED_ABSTRACTION_SIBLINGS;SIBLING_SEMANTIC_DUPLICATE,"兄弟节点抽象层级严重混杂，且与""实施航空货运全流程定位追踪""存在语义重复",MERGE_WITH_SIBLING
A_kimi,N0066_L4_N6b11fc79,L4_N6b11fc79,打造良好的航空货运社区,L3,3,智慧绿色转型,False,2,2,3,2.25,1.55,SEMANTIC_DRIFT_CHILD;MIXED_ABSTRACTION_SIBLINGS,当前节点与父节点'提升枢纽智慧水平'语义偏离严重，且与兄弟节点的'智慧化''智慧平台''全流程定位追踪'等技术导向主题明显不属同一范畴。,MOVE_TO_OTHER_PARENT
A_kimi,N0067_L3_Nbf6e7bf3,L3_Nbf6e7bf3,完善货运航线网络,L3,3,基础设施与枢纽,True,2,3,4,2.85,2.15,SEMANTIC_DRIFT_CHILD;MIXED_ABSTRACTION_SIBLINGS,当前节点与父节点'货运基础设施'语义偏离，航线网络属运营服务范畴而非基础设施，且兄弟节点层级混杂（含L2和L3节点）。,MOVE_TO_OTHER_PARENT
A_kimi,N0068_L3_N48dcd88a,L3_N48dcd88a,助力基地航空公司发展,L3,3,资源与要素保障,False,3,4,4,3.6,3.1,SEMANTIC_DRIFT_CHILD,当前节点与父节点'聚集航空物流资源要素'存在语义偏移：基地航空公司发展属于航空运输/客运范畴，而非物流资源要素聚集。,MOVE_TO_OTHER_PARENT
A_kimi,N0069_L3_Nf8276134,L3_Nf8276134,争取海关国家政策支持,L3,3,战略规划与治理,False,5,4,5,4.65,4.65,,无明显问题,KEEP
A_kimi,N0070_L3_N9c47a867,L3_N9c47a867,推进智慧物流建设,L3,3,战略规划与治理,True,3,3,4,3.25,2.55,SEMANTIC_DRIFT_CHILD;MIXED_ABSTRACTION_SIBLINGS,智慧物流建设与国际货运服务能力关联较弱，且兄弟节点粒度与抽象层级混杂,MOVE_TO_OTHER_PARENT
A_kimi,N0071_L4_N08407b0e,L4_N08407b0e,增强经营实力,L3,3,智慧绿色转型,False,2,2,3,2.25,1.55,SEMANTIC_DRIFT_CHILD;MIXED_ABSTRACTION_SIBLINGS,当前节点与父节点'智慧货运高效管理'主题严重偏离，经营实力属于企业战略层面，与货运管理技术主题不相关；兄弟节点混杂技术、管理、单据、资金等多维度，抽象层级混乱。,MOVE_TO_OTHER_PARENT
A_kimi,N0072_L3_Nf50b9a9d,L3_Nf50b9a9d,推进临空经济发展,L3,3,区域协同与产业联动,True,3,2,4,2.9,2.2,SIBLING_SEMANTIC_DUPLICATE;MIXED_ABSTRACTION_SIBLINGS,"与兄弟节点""发展临空经济""高度重复，且兄弟节点抽象层级混杂（含动作型与名词型标签）。",MERGE_WITH_SIBLING
A_kimi,N0073_L3_N578f3b8a,L3_N578f3b8a,提升跨境电子商务国际货运服务能力,L3,3,战略规划与治理,False,3,2,3,2.65,2.25,MIXED_ABSTRACTION_SIBLINGS;GRANULARITY_JUMP,兄弟节点抽象层级严重混杂，当前节点与父节点粒度跨度过大且与部分兄弟不构成并列关系,MOVE_TO_OTHER_PARENT
A_kimi,N0074_L1_N70e79b29_BR_6c0dca_BR_f11806,L1_N70e79b29_BR_6c0dca_BR_f11806,主体培育,L3,3,市场主体与网络,False,2,2,3,2.25,1.0,PARENT_CHILD_IDENTICAL;SIBLING_SEMANTIC_DUPLICATE;MIXED_ABSTRACTION_SIBLINGS,与父节点'市场主体引育'语义高度重复，且与兄弟节点'主体引育专项'概念重叠严重，子节点又出现'市场主体培育'等同义反复,MERGE_WITH_SIBLING
A_kimi,N0075_L4_Nfb48b97b,L4_Nfb48b97b,强化大通关基地与自贸试验区机场片区联动发展,L3,3,通关与口岸效能,False,4,2,3,3.05,2.15,SIBLING_SEMANTIC_DUPLICATE;MIXED_ABSTRACTION_SIBLINGS;LABEL_TOO_LONG,与兄弟节点'大通关与自贸区联动'高度重复，且兄弟节点抽象层级混杂,MERGE_WITH_SIBLING
A_kimi,N0076_L2_N4f9516d8_BR_a9e426,L2_N4f9516d8_BR_a9e426,临空产业推进,L3,3,区域协同与产业联动,False,4,2,4,3.3,2.6,SIBLING_SEMANTIC_DUPLICATE;MIXED_ABSTRACTION_SIBLINGS,"与兄弟节点""推进临空经济发展""""发展临空经济""高度重复，且兄弟节点存在明显语义重叠和抽象层级混杂",MERGE_WITH_SIBLING
