t5_node_id,unit_text,source_snippet,anchor_parent_id,source_doc_id,source_block_range,parent_title_text
T5_DF0009_00029_06,推进跨境货物便利化试点,深入推进跨境电商货物便利化运输试点,DF0009_00028_01,DF0009,29-31,六、扎实做好货物运输保障
T5_DF0009_00029_07,建跨境收运数字平台,建设跨境电商货物便利化收运数字管理平台,DF0009_00028_01,DF0009,29-31,六、扎实做好货物运输保障
T5_DF0009_00033_01,建设航空物流信息平台,加快建设中国（上海）国际贸易“单一窗口”航空物流公共信息平台，不断完善增强“空运通”平台功能。,DF0009_00032_01,DF0009,33-35,七、提升枢纽智慧绿色水平
T5_DF0009_00033_02,推进货站智慧化改造,加快推进货站设施智慧化改造，不断提升航空货物单证电子化率。,DF0009_00032_01,DF0009,33-35,七、提升枢纽智慧绿色水平
T5_DF0009_00033_03,完善专业货运保障设施,支持机场、航空公司等经营主体建设面向国际运输及跨境电商、生鲜冷链、锂电池、生物医药等专业保障基础设施。,DF0009_00032_01,DF0009,33-35,七、提升枢纽智慧绿色水平
T5_DF0009_00033_04,推广智能装卸分拣设备,推广使用自动引导搬运车（AGV）、自动分拣系统等设施设备。,DF0009_00032_01,DF0009,33-35,七、提升枢纽智慧绿色水平
T5_DF0009_00033_05,加强智慧安检技术研发,加强航空货物安检、全景感知、无人化等领域的新技术研发与应用,DF0009_00032_01,DF0009,33-35,七、提升枢纽智慧绿色水平
T5_DF0009_00033_06,推动特种车辆新能源替代,推动完成一批上海两场场内特种车辆新能源替代。,DF0009_00032_01,DF0009,33-35,七、提升枢纽智慧绿色水平
T5_DF0009_00037_01,倾斜配置稀缺航权,争取民航局在远程航线航权、二类稀缺航线航权等资源配置上给予倾斜,DF0009_00036_01,DF0009,37-38,八、继续做好航空资源保障
T5_DF0009_00037_02,提升基地航司优先级,提升主基地航空公司在航线准入和航权配置的优先级,DF0009_00036_01,DF0009,37-38,八、继续做好航空资源保障
T5_DF0009_00037_03,增加日间货班时刻,增加一定日间货邮航班时刻供给,DF0009_00036_01,DF0009,37-38,八、继续做好航空资源保障
T5_DF0009_00037_04,优化货运航班审批,优化航班审批流程，为航空公司开展货运加班和包机业务提供便利,DF0009_00036_01,DF0009,37-38,八、继续做好航空资源保障
T5_DF0009_00037_05,拓展国际货运航线,推动基地航空公司继续做深做远欧美地区航线、做优做强亚洲地区航线，并积极拓展“一带一路”国家和地区的航线,DF0009_00036_01,DF0009,37-38,八、继续做好航空资源保障
T5_DF0009_00040_01,建设智慧海关,加强“智慧海关”建设，打造智享联通的大数据平台，探索形成符合新业态发展趋势需要的数字化监管体系。,DF0009_00039_01,DF0009,40-41,九、全面改善枢纽运营环境
T5_DF0009_00040_02,优化跨境电商业务,推动跨境电商进口税款电子支付和创新优化退货流程等业务改革。,DF0009_00039_01,DF0009,40-41,九、全面改善枢纽运营环境
T5_DF0009_00040_03,创新国际转运监管,研究上海两场之间国际转运货物海关监管模式创新，提高航空货物的通关和中转效率，进一步压缩航空口岸进出口货物整体通关时间。,DF0009_00039_01,DF0009,40-41,九、全面改善枢纽运营环境
T5_DF0009_00040_04,实施货运管制代理人制度,探索实施航空货运管制代理人制度,DF0009_00039_01,DF0009,40-41,九、全面改善枢纽运营环境
T5_DF0009_00040_05,建设专业前置货站,加快建设具有安检功能的专业型航空前置货站,DF0009_00039_01,DF0009,40-41,九、全面改善枢纽运营环境
T5_DF0009_00040_06,试点货物驳运安保,开展机场与货站之间航空货物地面驳运安保试点。,DF0009_00039_01,DF0009,40-41,九、全面改善枢纽运营环境
T5_DF0298_00016_01,制定差异化航线培育计划,"按照“成熟一条、开行一条、稳固一条""的原则，制定差异化的航线培育计划。",DF0298_00015_01,DF0298,16-16,1.完善国际航空货运航线。
T5_DF0298_00016_02,恢复国际全货机航线,加快恢复受疫情影响停运的国际全货机航线和腹舱带货的客运航班,DF0298_00015_01,DF0298,16-16,1.完善国际航空货运航线。
T5_DF0298_00016_03,提升客改货航班为全货机航线,及时将客改货航班提升为稳固运行的国际全货机航线,DF0298_00015_01,DF0298,16-16,1.完善国际航空货运航线。
T5_DF0298_00016_04,加密洲际全货机航线,加密拓展美洲、欧洲等洲际全货机航线,DF0298_00015_01,DF0298,16-16,1.完善国际航空货运航线。
T5_DF0298_00016_05,拓展亚洲全货机航点,加密至大阪、台北、香港等亚洲全货机航线,DF0298_00015_01,DF0298,16-16,1.完善国际航空货运航线。
T5_DF0298_00016_06,拓展新兴市场航点,拓展东盟、中东欧等多个国家航点,DF0298_00015_01,DF0298,16-16,1.完善国际航空货运航线。
T5_DF0298_00016_07,稳固重点方向全货机航线,稳固开行至河内、布达佩斯等方向的国际全货机航线3条以上,DF0298_00015_01,DF0298,16-16,1.完善国际航空货运航线。
T5_DF0298_00016_08,扩大机场时刻容量供给,扩大机场时刻容量供给，合理安排8时至22时国际货运航班时刻,DF0298_00015_01,DF0298,16-16,1.完善国际航空货运航线。
T5_DF0298_00016_09,提升高峰时刻容量,到2025年，力争宁波机场高峰时刻容量提升至22架次/小时,DF0298_00015_01,DF0298,16-16,1.完善国际航空货运航线。
T5_DF0298_00018_01,拓展空空中转业务,拓展国际—国际、国际—国内间多形式、多渠道的空空中转业务,DF0298_00017_01,DF0298,18-18,2.提升国际货运中转功能。
T5_DF0298_00018_02,稳定第五航权航线,实现第五航权航线稳定运行,DF0298_00017_01,DF0298,18-18,2.提升国际货运中转功能。
T5_DF0298_00018_03,加密卡车航班线路,增加宁波至国内城市卡车航班的开行数量,DF0298_00017_01,DF0298,18-18,2.提升国际货运中转功能。
T5_DF0298_00018_04,扩大空公联运半径,扩大空公联运辐射半径,DF0298_00017_01,DF0298,18-18,2.提升国际货运中转功能。
T5_DF0298_00021_01,招引货运航司,加大对货运航空公司的定向招商力度，到2025年，力争引进货运基地航空公司1家，引进注册本土航空公司1家。,DF0298_00020_01,DF0298,21-21,3.大力招引货运航空公司。
T5_DF0298_00021_02,引进基地航司,力争引进货运基地航空公司1家,DF0298_00020_01,DF0298,21-21,3.大力招引货运航空公司。
T5_DF0298_00021_03,引进本土航司,引进注册本土航空公司1家,DF0298_00020_01,DF0298,21-21,3.大力招引货运航空公司。
T5_DF0298_00021_04,引进过夜货机航司,新引进投放过夜货机的航空公司2家,DF0298_00020_01,DF0298,21-21,3.大力招引货运航空公司。
T5_DF0298_00021_05,拓展国际货运航班,每周国际全货机航班数量达到50班,DF0298_00020_01,DF0298,21-21,3.大力招引货运航空公司。
T5_DF0298_00023_01,引进知名货代企业,大力引进国内外知名航空货代企业,DF0298_00022_01,DF0298,23-23,4.引进培育总部型货代企业。
T5_DF0298_00023_02,定向招商品牌快递企业,组织开展对揽货能力强的品牌快递企业的定向招商,DF0298_00022_01,DF0298,23-23,4.引进培育总部型货代企业。
T5_DF0298_00023_03,提升招商政策精准性,提升招商引资政策的精准性,DF0298_00022_01,DF0298,23-23,4.引进培育总部型货代企业。
T5_DF0298_00026_01,推动供需对接合作,引导支持市航空物流企业与工业企业、外贸进出口企业（含跨境电商企业）、邮政快递企业等重点货源生成企业开展供需对接,DF0298_00025_01,DF0298,26-26,5.加快提升揽货集货能力。
T5_DF0298_00026_02,优化航线网络配置,根据市场需求及自身条件，优化航线网络配置,DF0298_00025_01,DF0298,26-26,5.加快提升揽货集货能力。
T5_DF0298_00026_03,提升物流供给服务,改进提升物流供给服务，就地就近满足货主需求,DF0298_00025_01,DF0298,26-26,5.加快提升揽货集货能力。
T5_DF0298_00026_04,鼓励货代企业走出去,鼓励本地货代企业走出去,DF0298_00025_01,DF0298,26-26,5.加快提升揽货集货能力。
T5_DF0298_00026_05,吸引外地货代落户,支持外地货代企业在我市注册落户、稳固经营,DF0298_00025_01,DF0298,26-26,5.加快提升揽货集货能力。
T5_DF0298_00026_06,提高航班实载率,进一步增强揽货集货能力，提高货源集中度和航班实载率,DF0298_00025_01,DF0298,26-26,5.加快提升揽货集货能力。
T5_DF0298_00028_01,建设临空经济示范区,加快临空经济示范区建设,DF0298_00027_01,DF0298,28-28,6.推进临空经济发展。
T5_DF0298_00028_02,集聚临空产业,推进临空制造、国际贸易、医药健康等临空产业集聚,DF0298_00027_01,DF0298,28-28,6.推进临空经济发展。
T5_DF0298_00028_03,发展航空物流业态,重点发展航空快递、冷链物流、跨境电商、保税物流等业态,DF0298_00027_01,DF0298,28-28,6.推进临空经济发展。
T5_DF0298_00028_04,打造航空物流产业链,加快形成航空物流特色产业链,DF0298_00027_01,DF0298,28-28,6.推进临空经济发展。
T5_DF0298_00028_05,布局重大临空项目,谋划布局若干投资体量大、引领带动强、港产城融合度高的重大临空产业项目,DF0298_00027_01,DF0298,28-28,6.推进临空经济发展。
T5_DF0298_00028_06,推动临空经济突破发展,推动临空经济突破性发展,DF0298_00027_01,DF0298,28-28,6.推进临空经济发展。
T5_DF0298_00031_01,优化跑滑系统,完成宁波机场跑滑系统优化工程，提升跑道使用效率。,DF0298_00030_01,DF0298,31-31,7.加快机场基础设施建设。
T5_DF0298_00031_02,建设第二跑道,尽快开工建设机场四期项目，高标准设计第二跑道，满足B777等大型全货机满载起降要求。,DF0298_00030_01,DF0298,31-31,7.加快机场基础设施建设。
T5_DF0298_00031_03,扩容升级货站,加快宁波机场货站扩容升级，新建成货代用房4000平方米，盘活老货站仓库2万平方米,DF0298_00030_01,DF0298,31-31,7.加快机场基础设施建设。
T5_DF0298_00031_04,设置国际分拨仓,研究设置国际货运二级分拨仓库，并与机场货运区联动作业,DF0298_00030_01,DF0298,31-31,7.加快机场基础设施建设。
T5_DF0298_00031_05,优化货运功能布局,优化货代组货、货物堆存、报关前置等功能，提升国际货运保障能力。,DF0298_00030_01,DF0298,31-31,7.加快机场基础设施建设。
T5_DF0298_00031_06,建设邮快跨通道,"加快推进国际“邮快跨""收运通道建设。",DF0298_00030_01,DF0298,31-31,7.加快机场基础设施建设。
T5_DF0298_00033_01,推进高速路网改扩建,加快推进绕城高速改线、甬台温高速改扩建、G228国道海曙段等项目,DF0298_00032_01,DF0298,33-33,8.推进集疏运体系建设。
T5_DF0298_00033_02,构建机场快速路网,"加快推进鄞州大道、秋实路等工程，构建“三横三纵一联""的机场快速路网",DF0298_00032_01,DF0298,33-33,8.推进集疏运体系建设。
T5_DF0298_00033_03,建设机场内部中转道路,"推进机场空港大道、雅戈尔大道改建等项目，布局形成“进离场主通道+货运区专用道路""机场内部中转网络",DF0298_00032_01,DF0298,33-33,8.推进集疏运体系建设。
T5_DF0298_00035_01,优化临空物流布局,优化完善临空区域航空物流布局,DF0298_00034_01,DF0298,35-35,9.完善航空物流配套设施。
T5_DF0298_00035_02,提升货机保障能力,提升货机过夜停放、检测维修、加油服务等配套功能,DF0298_00034_01,DF0298,35-35,9.完善航空物流配套设施。
T5_DF0298_00035_03,建设核辐射检测实验室,支持推进空港核辐射检测实验室建设,DF0298_00034_01,DF0298,35-35,9.完善航空物流配套设施。
T5_DF0298_00035_04,做强国际冷链港,助力宁波机场国际生鲜冷链港项目做大做强,DF0298_00034_01,DF0298,35-35,9.完善航空物流配套设施。
T5_DF0298_00035_05,共建共享物流设施,鼓励航空公司、大型货代企业与宁波机场合作，共建共用机场货站、仓库等物流设施,DF0298_00034_01,DF0298,35-35,9.完善航空物流配套设施。
T5_DF0298_00037_01,延长货运堆存免费期,延长宁波机场货运区免费堆存时间，降低收费标准,DF0298_00036_01,DF0298,37-37,10.打造高效便利的营商环境。
T5_DF0298_00037_02,降低货运收费标准,降低收费标准,DF0298_00036_01,DF0298,37-37,10.打造高效便利的营商环境。
T5_DF0298_00037_03,引进专业检测机构,引进具备航空货物运输条件鉴定、磁性安全检测等资质的第三方专业检测机构,DF0298_00036_01,DF0298,37-37,10.打造高效便利的营商环境。
T5_DF0298_00037_04,提升前置安检能力,有效提升电子产品、汽车零部件、危险品、超常规货物在装载启运前的前置性安全查验能力,DF0298_00036_01,DF0298,37-37,10.打造高效便利的营商环境。
T5_DF0298_00037_05,深化通关申报改革,深入推进提前申报、两步申报、两段准入等通关改革,DF0298_00036_01,DF0298,37-37,10.打造高效便利的营商环境。
T5_DF0298_00037_06,强化口岸查验保障,配强机场口岸查验工作力量，落实必要经费保障,DF0298_00036_01,DF0298,37-37,10.打造高效便利的营商环境。
T5_DF0298_00037_07,提升24小时通关能力,提升宁波机场24小时通关服务能力,DF0298_00036_01,DF0298,37-37,10.打造高效便利的营商环境。
T5_DF0298_00037_08,建设航空物流信息平台,推进航空物流相关信息平台建设,DF0298_00036_01,DF0298,37-37,10.打造高效便利的营商环境。
T5_DF0298_00037_09,推动平台互联数据共享,实现航空物流领域平台互联、数据共享,DF0298_00036_01,DF0298,37-37,10.打造高效便利的营商环境。
T5_DF0298_00037_10,研究保税中心升级综保区,适时启动栎社保税物流中心升级为综合保税区的可行性研究,DF0298_00036_01,DF0298,37-37,10.打造高效便利的营商环境。
T5_DF0298_00037_11,分阶段申报综合保税区,分阶段开展综合保税区申报工作,DF0298_00036_01,DF0298,37-37,10.打造高效便利的营商环境。
T5_DF0298_00040_01,出台货运航线扶持政策,围绕国际航空货运航线拓展、市场主体引进培育、流量提升等方面，细化出台国际航空货运发展专项扶持政策,DF0298_00039_01,DF0298,40-40,11.出台新一轮专项扶持政策。
T5_DF0298_00040_02,引进培育市场主体,市场主体引进培育,DF0298_00039_01,DF0298,40-40,11.出台新一轮专项扶持政策。
T5_DF0298_00040_03,提升航空货运流量,流量提升,DF0298_00039_01,DF0298,40-40,11.出台新一轮专项扶持政策。
T5_DF0298_00040_04,争取上级政策支持,全力争取国家、省相关政策支持,DF0298_00039_01,DF0298,40-40,11.出台新一轮专项扶持政策。
T5_DF0403_00013_01,奖励新开国际货机航线,对在成都机场（含成都双流国际机场和成都天府国际机场，下同）新开国际（不含地区）全货机定期航线的航空公司，市政府依据成都航空货运枢纽航线网络发展规划、全货机定期航线航班情况（航程距离、机型大小、航班密度）和市场难易程度等因素可给予航空公司为期三年的财政奖励,DF0403_00012_01,DF0403,13-18,一、鼓励航空货运市场主体开行全货机定期航线，构建覆盖全球的货运航线网络
T5_DF0403_00013_02,补贴加密国际货机航班,对正在享受市政府上述第（一）款财政奖励的国际（不含地区）全货机定期航线，在成都机场加密国际（不含地区）全货机定期航线航班的航空公司，在航线航班未实现每天一班前，市政府给予加密航班与现有航线航班同等标准的市场开拓费用财政奖励,DF0403_00012_01,DF0403,13-18,一、鼓励航空货运市场主体开行全货机定期航线，构建覆盖全球的货运航线网络
T5_DF0403_00013_03,奖励新开国内货机航线,对在成都机场新开国内（含地区）全货机定期航线……市政府根据机型大小确定给予新开国内（含地区）全货机定期航线两年培育期的财政奖励,DF0403_00012_01,DF0403,13-18,一、鼓励航空货运市场主体开行全货机定期航线，构建覆盖全球的货运航线网络
T5_DF0403_00013_04,补贴加密国内货机航班,给予加密航班一年期的市场开拓费用财政奖励，奖励标准为1万-3万元/班,DF0403_00012_01,DF0403,13-18,一、鼓励航空货运市场主体开行全货机定期航线，构建覆盖全球的货运航线网络
T5_DF0403_00013_05,奖励稳定运行国际航线,对未享受市政府补贴的国际（含地区）全货机定期航线，在航空公司保持现有航线航班数量不减的情况下，市政府可给予为期三年保持航班稳定运行的财政奖励,DF0403_00012_01,DF0403,13-18,一、鼓励航空货运市场主体开行全货机定期航线，构建覆盖全球的货运航线网络
T5_DF0403_00013_06,奖励战略性货运航线,对战略性国际全货机定期航线、特别重要急需货运航线和重大招商项目涉及大宗商品运输任务，经市政府专题研究确定奖励标准后，由市政府给予财政奖励,DF0403_00012_01,DF0403,13-18,一、鼓励航空货运市场主体开行全货机定期航线，构建覆盖全球的货运航线网络
T5_DF0403_00020_01,奖励国内货量增量,对航空公司利用国内全货机航班和国内客运航班经成都机场进出港的国内货物增量市政府给予财政奖励。,DF0403_00019_01,DF0403,20-26,二、鼓励航空货运市场主体向成都机场集货，促进航空货量、中转货量增长
T5_DF0403_00020_02,奖励空空中转联运,对航空公司在成都机场库区内实现中转的国际（含地区）货物市政府给予空空中转联运的财政奖励,DF0403_00019_01,DF0403,20-26,二、鼓励航空货运市场主体向成都机场集货，促进航空货量、中转货量增长
T5_DF0403_00020_03,奖励跨航司中转处置,对航空货站在成都机场开展跨航空公司、跨货站国际（含地区）货物库区内快速中转业务市政府给予中转货物处置财政奖励,DF0403_00019_01,DF0403,20-26,二、鼓励航空货运市场主体向成都机场集货，促进航空货量、中转货量增长
T5_DF0403_00020_04,奖励国际货运进出港,对货代企业在成都机场利用国际（含地区）全货机航班进出港和利用国际客运航班进港的国际货物货量市政府给予财政奖励,DF0403_00019_01,DF0403,20-26,二、鼓励航空货运市场主体向成都机场集货，促进航空货量、中转货量增长
T5_DF0403_00020_05,奖励空地联运集货,对货代企业采用地面运输将四川省行政区域范围以外国际货物通过成都机场进出港市政府给予空地联运集货费用财政奖励,DF0403_00019_01,DF0403,20-26,二、鼓励航空货运市场主体向成都机场集货，促进航空货量、中转货量增长
T5_DF0403_00020_06,奖励特殊货物进口,对货代企业或贸易企业利用成都空运进境指定监管场地（植物种苗、冰鲜水产品、食用水生动物、药品、生物制品、水果、肉类、国际邮件）进口特殊货物，市政府给予货量奖励,DF0403_00019_01,DF0403,20-26,二、鼓励航空货运市场主体向成都机场集货，促进航空货量、中转货量增长
T5_DF0403_00020_07,奖励国际包机运营,对货代企业或货主企业采用全货机国际包机（军品运输、救灾物资等特殊包机除外）方式经成都机场进出港，且全年包机航班达到10班以上，市政府给予全货机国际包机奖励,DF0403_00019_01,DF0403,20-26,二、鼓励航空货运市场主体向成都机场集货，促进航空货量、中转货量增长
T5_DF0403_00028_01,奖励基地航司落户,市政府根据其全货机机型和运力投放能力等情况给予一次性落户财政奖励，奖励标准为1000万-2000万元。,DF0403_00027_01,DF0403,28-31,三、鼓励在成都新设立基地货运航空公司，增加全货机运力
T5_DF0403_00028_02,保障配套项目供地,市政府给予新设立基地货运航空公司配套建设项目供地保障,DF0403_00027_01,DF0403,28-31,三、鼓励在成都新设立基地货运航空公司，增加全货机运力
T5_DF0403_00028_03,扶持项目建设落地,所在区（市）县政府（管委会）给予项目建设优惠扶持政策,DF0403_00027_01,DF0403,28-31,三、鼓励在成都新设立基地货运航空公司，增加全货机运力
T5_DF0403_00028_04,实施五年财政奖励,自投入运营年度起，由所在区（市）县政府（管委会）参照其对地方经济的贡献大小给予为期五年的财政奖励，用于支持其发展投入。,DF0403_00027_01,DF0403,28-31,三、鼓励在成都新设立基地货运航空公司，增加全货机运力
T5_DF0403_00033_01,奖励货运中心落户,市政府给予一次性落户财政奖励，奖励标准为2000万元。,DF0403_00032_01,DF0403,33-37,四、鼓励在成都新设立国际航空货运转运（分拨）中心，提升航空货运枢纽集疏运能力
T5_DF0403_00033_02,保障货运中心供地,市政府给予供地保障，同时所在区（市）县政府（管委会）给予项目建设优惠扶持政策。,DF0403_00032_01,DF0403,33-37,四、鼓励在成都新设立国际航空货运转运（分拨）中心，提升航空货运枢纽集疏运能力
T5_DF0403_00033_03,支持地方贡献奖励,自投入运营年度起，由所在区（市）县政府（管委会）参照其对地方经济的贡献大小给予为期五年的财政奖励，用于支持其发展投入。,DF0403_00032_01,DF0403,33-37,四、鼓励在成都新设立国际航空货运转运（分拨）中心，提升航空货运枢纽集疏运能力
T5_DF0403_00033_04,激励货量增量运营,投入运营后年度实际处理货量（进出港及中转）达到5万吨（含）以上市政府给予500万元年度奖励，年度实际处理货量每增加1万吨，年度奖励亦增加100万元，最高奖励2000万元。,DF0403_00032_01,DF0403,33-37,四、鼓励在成都新设立国际航空货运转运（分拨）中心，提升航空货运枢纽集疏运能力
T5_DF0403_00039_01,补贴国际货物操作费,对进出成都机场的国际货物的操作处置费用分别给予进港国际货物0.15元/公斤、出港国际货物0.2元/公斤的市财政补贴,DF0403_00038_01,DF0403,39-40,五、提升空港口岸作业效率，减免口岸及货站操作处置费用
T5_DF0403_00039_02,免除快件中心业务费用,免除企业在空港国际快件中心和海关特殊监管场所办理业务的全部费用,DF0403_00038_01,DF0403,39-40,五、提升空港口岸作业效率，减免口岸及货站操作处置费用
T5_DF0403_00039_03,推进货站功能前置,积极推进成都双流国际机场航空货站功能前置至空港国际快件中心和海关特殊监管场所,DF0403_00038_01,DF0403,39-40,五、提升空港口岸作业效率，减免口岸及货站操作处置费用
T5_DF0459_00012_01,推进机场三期工程,加快推进南京禄口机场三期工程,DF0459_00011_01,DF0459,12-12,1.加强基础设施建设。
T5_DF0459_00012_02,建设国际快件与跨境电商中心,国际快件与跨境电商处理中心建设,DF0459_00011_01,DF0459,12-12,1.加强基础设施建设。
T5_DF0459_00012_03,优化货运设施布局,优化完善货运设施布局,DF0459_00011_01,DF0459,12-12,1.加强基础设施建设。
T5_DF0459_00012_04,建设国际货邮核心口岸,支持中国邮政集团加快建设南京国际货邮综合核心口岸,DF0459_00011_01,DF0459,12-12,1.加强基础设施建设。
T5_DF0459_00012_05,打造全业务物流平台,打造“邮、快、跨、普”全业务综合物流平台,DF0459_00011_01,DF0459,12-12,1.加强基础设施建设。
T5_DF0459_00012_06,实施机场改扩建工程,加快实施无锡硕放机场改扩建工程,DF0459_00011_01,DF0459,12-12,1.加强基础设施建设。
T5_DF0459_00012_07,建成东部货运区,建成东部货运区工程,DF0459_00011_01,DF0459,12-12,1.加强基础设施建设。
T5_DF0459_00012_08,建设供油工程,供油工程,DF0459_00011_01,DF0459,12-12,1.加强基础设施建设。
T5_DF0459_00012_09,设立国际邮件交换站,国际邮件交换站,DF0459_00011_01,DF0459,12-12,1.加强基础设施建设。
T5_DF0459_00012_10,提升快件跨境运营水平,提升国际快件、跨境电商运营水平,DF0459_00011_01,DF0459,12-12,1.加强基础设施建设。
T5_DF0459_00012_11,改扩建国际货库,推动南通兴东机场国际货库改扩建工程,DF0459_00011_01,DF0459,12-12,1.加强基础设施建设。
T5_DF0459_00012_12,提升飞行区等级,盐城南洋机场飞行区等级提升工程,DF0459_00011_01,DF0459,12-12,1.加强基础设施建设。
T5_DF0459_00012_13,建设跨境电商监管中心,扬州泰州机场、淮安涟水机场跨境电商监管中心建设,DF0459_00011_01,DF0459,12-12,1.加强基础设施建设。
T5_DF0459_00012_14,完善货运集疏运体系,加快完善机场货运集疏运体系,DF0459_00011_01,DF0459,12-12,1.加强基础设施建设。
T5_DF0459_00012_15,建设航空异地货站,支持航空异地货站按照机场控制区安保要求和标准加快基础设施建设,DF0459_00011_01,DF0459,12-12,1.加强基础设施建设。
T5_DF0459_00014_01,完善专业货站设施,适度超前完善南京禄口机场、无锡硕放机场、南通机场的快递、冷链、医药、活体动物、危险品及“空空联运”中转场地等货站设施及指定监管场地,DF0459_00013_01,DF0459,14-14,2.提升装备专业化水平。
T5_DF0459_00014_02,加大货站设备投入,按需加大升降平台车、分解组合平台、散货及集装货储存系统等设备投入,DF0459_00013_01,DF0459,14-14,2.提升装备专业化水平。
