child_id,parent_id,decision,confidence,reason,human_parent_id,human_action,human_notes,is_new_parent
L3_N9ae5e272,L2_N3c9cbbd0,fallback_top1,0.0,"LLM未明确或匹配失败(raw_assign=None), 采用Top1",L2_N3c9cbbd0,review,,False
L3_Nbf6e7bf3,L2_Nadf8c478,fallback_top1,0.0,"LLM未明确或匹配失败(raw_assign=None), 采用Top1",L2_Nadf8c478,review,,False
L3_N701e7011,L2_N3c9cbbd0,fallback_top1,0.0,"LLM未明确或匹配失败(raw_assign=None), 采用Top1",L2_N3c9cbbd0,review,,False
L3_N14530829,L2_Nb80d9c6e,fallback_top1,0.0,"LLM未明确或匹配失败(raw_assign=None), 采用Top1",L2_Nb80d9c6e,review,,False
L3_N60c3ab56,L2_N60c3ab56,llm_create_parent,0.75,候选父节点均聚焦航空物流，而子节点强调‘大物流’与‘多式联运’（含铁路、公路、水运等），主题范围更广且模式不同，现有父节点覆盖不全,L2_N60c3ab56,keep,,True
L3_N06f95f57,L2_Nb80d9c6e,fallback_top1,0.0,"LLM未明确或匹配失败(raw_assign=None), 采用Top1",L2_Nb80d9c6e,review,,False
L3_Ne96a4ba3,L2_Nb80d9c6e,fallback_top1,0.0,"LLM未明确或匹配失败(raw_assign=None), 采用Top1",L2_Nb80d9c6e,review,,False
L3_N85bf292e,L2_N60c3ab56,fallback_top1,0.0,"LLM未明确或匹配失败(raw_assign=None), 采用Top1",L2_N60c3ab56,review,,False
L3_N4c90cbd7,L2_N08a346fe,fallback_top1,0.0,"LLM未明确或匹配失败(raw_assign=None), 采用Top1",L2_N08a346fe,review,,False
L3_Nb67e0092,L2_N13abaa5a,llm_assign,0.68,‘提升国际货运中转功能’属于增强货运保障能力的范畴，语义上更贴近整体保障能力的提升，而非仅限于航线或网络结构的优化；尽管综合相似度不高，但候选1在目标导向上最为契合,L2_N13abaa5a,keep,,False
L3_N571de1aa,L2_N69b20189,llm_assign,0.85,子节点'大力招引货运航空公司'与候选父节点1'鼓励新设立基地货运航空公司'在语义和政策意图上高度一致，均聚焦于吸引货运航司设立或入驻，cos相似度达0.82，综合得分最高,L2_N69b20189,keep,,False
L3_N33c0e278,L2_N709fdde1,fallback_top1,0.0,"LLM未明确或匹配失败(raw_assign=None), 采用Top1",L2_N709fdde1,review,,False
L3_N303eccc1,L2_Nbfebbffa,fallback_top1,0.0,"LLM未明确或匹配失败(raw_assign=None), 采用Top1",L2_Nbfebbffa,review,,False
L3_Ne5a02d74,L2_Nc3c2ff15,llm_assign,0.85,“提升中转联运功能”属于多式联运体系的组成部分，语义上与“丰富多式联运体系”高度契合；尽管Jaccard相似度低，但余弦相似度高（0.82），表明语义向量接近，且“中转联运”是“多式联运”的典型场景,L2_Nc3c2ff15,keep,,False
L3_N74ff71bd,L2_N8e687f9d,fallback_top1,0.0,"LLM未明确或匹配失败(raw_assign=None), 采用Top1",L2_N8e687f9d,review,,False
L3_Nc56580b0,L2_N68c2aa93,fallback_top1,0.0,"LLM未明确或匹配失败(raw_assign=None), 采用Top1",L2_N68c2aa93,review,,False
L3_Nb2d030f0,L2_N709fdde1,fallback_top1,0.0,"LLM未明确或匹配失败(raw_assign=None), 采用Top1",L2_N709fdde1,review,,False
L3_N8f8e91cf,L2_N68c2aa93,llm_assign,0.93,候选1标签与子节点完全一致，且Jaccard相似度为1.0，语义和对象高度匹配,L2_N68c2aa93,keep,,False
L3_N27ba78e2,L2_N27ba78e2,llm_create_parent,0.85,候选父节点均聚焦航空物流或市场主体，未涵盖‘临空经济’这一综合性区域发展战略主题,L2_N27ba78e2,keep,,True
L3_Ned79e54c,L2_N13abaa5a,fallback_top1,0.0,"LLM未明确或匹配失败(raw_assign=None), 采用Top1",L2_N13abaa5a,review,,False
L3_Nb394347b,L2_Nf64b0b03,fallback_top1,0.0,"LLM未明确或匹配失败(raw_assign=None), 采用Top1",L2_Nf64b0b03,review,,False
L3_N22d9d7b1,L2_Nf64b0b03,llm_assign,0.75,‘提升口岸通关效率’属于物流服务保障效率的组成部分，语义上契合‘提高物流服务保障效率’，尽管Jaccard相似度低，但余弦相似度较高且主题一致,L2_Nf64b0b03,keep,,False
L3_N62ed0091,L2_Nf64b0b03,llm_assign,0.75,‘推进智慧物流建设’核心目标是提升物流效率与服务能力，与候选1‘提高物流服务保障效率’在语义和目标上最为契合；其余候选聚焦航空或临空经济，范围过窄或偏离主题。,L2_Nf64b0b03,keep,,False
L3_Nccfe417c,L2_N8e687f9d,llm_assign,0.85,候选3‘构建全球航空货运网络’在语义和对象上最贴近子节点‘完善国际航空货运航线’，聚焦‘航空货运’而非泛化‘国际航线’，匹配度最高,L2_N8e687f9d,keep,,False
L3_N9ecfe06c,L2_Nd0b47c6e,fallback_top1,0.0,"LLM未明确或匹配失败(raw_assign=None), 采用Top1",L2_Nd0b47c6e,review,,False
L3_N86ef6403,L2_N8e687f9d,llm_assign,0.82,子节点聚焦国际航空货运航班时刻供给，与候选父节点2‘构建全球航空货运网络’在对象（航空货运）和目标（提升运力/供给）上高度一致；其余候选偏重‘航线网络’而非‘货运时刻供给’，语义匹配度较低。,L2_N8e687f9d,keep,,False
L3_N22dcecc8,L2_N709fdde1,fallback_top1,0.0,"LLM未明确或匹配失败(raw_assign=None), 采用Top1",L2_N709fdde1,review,,False
L3_Nc3e4e468,L2_N27ba78e2,llm_assign,0.93,候选1语义高度一致，对象完全匹配，且综合相似度最高,L2_N27ba78e2,keep,,False
L3_N9a9d4b5c,L2_N709fdde1,fallback_top1,0.0,"LLM未明确或匹配失败(raw_assign=None), 采用Top1",L2_N709fdde1,review,,False
L3_N2d02331f,L2_Nd77a7607,fallback_top1,0.0,"LLM未明确或匹配失败(raw_assign=None), 采用Top1",L2_Nd77a7607,review,,False
L3_N3ba23cb1,L2_N10f72f08,fallback_top1,0.0,"LLM未明确或匹配失败(raw_assign=None), 采用Top1",L2_N10f72f08,review,,False
L3_Nc594b785,L2_N926fa20a,fallback_top1,0.0,"LLM未明确或匹配失败(raw_assign=None), 采用Top1",L2_N926fa20a,review,,False
L3_Na7c6a537,L2_Nc3c2ff15,fallback_top1,0.0,"LLM未明确或匹配失败(raw_assign=None), 采用Top1",L2_Nc3c2ff15,review,,False
L3_Na1b5b8e4,L2_N2f32c229,fallback_top1,0.0,"LLM未明确或匹配失败(raw_assign=None), 采用Top1",L2_N2f32c229,review,,False
L3_Nd3c80123,L2_N13abaa5a,llm_assign,0.76,“加快实施货运通道建设”属于提升货运基础设施和保障能力的举措，与“增强货运保障能力”在目标和语义上高度一致；其余候选更聚焦运力或航线等具体手段，匹配度较低。,L2_N13abaa5a,keep,,False
L3_N82cdf37d,L2_N27ba78e2,fallback_top1,0.0,"LLM未明确或匹配失败(raw_assign=None), 采用Top1",L2_N27ba78e2,review,,False
L3_Nc92a3618,L2_Nc3c2ff15,fallback_top1,0.0,"LLM未明确或匹配失败(raw_assign=None), 采用Top1",L2_Nc3c2ff15,review,,False
L3_N595f8c05,L2_Nd39445b0,fallback_top1,0.0,"LLM未明确或匹配失败(raw_assign=None), 采用Top1",L2_Nd39445b0,review,,False
L3_N18ada171,L2_N27ba78e2,fallback_top1,0.0,"LLM未明确或匹配失败(raw_assign=None), 采用Top1",L2_N27ba78e2,review,,False
L3_Nd551ce89,L2_N27ba78e2,fallback_top1,0.0,"LLM未明确或匹配失败(raw_assign=None), 采用Top1",L2_N27ba78e2,review,,False
L3_N29e43ee4,L2_N69b20189,fallback_top1,0.0,"LLM未明确或匹配失败(raw_assign=None), 采用Top1",L2_N69b20189,review,,False
L3_N640a2992,L2_N640a2992,llm_create_parent,0.85,候选父节点均聚焦航空物流或临空经济，与‘供应链管理’主题不一致；子节点语义独立且通用，需新建更上位的供应链相关父节点,L2_N640a2992,keep,,True
L3_Nf3b017a0,L2_N08a346fe,fallback_top1,0.0,"LLM未明确或匹配失败(raw_assign=None), 采用Top1",L2_N08a346fe,review,,False
L3_N198ad664,L2_Nbfebbffa,fallback_top1,0.0,"LLM未明确或匹配失败(raw_assign=None), 采用Top1",L2_Nbfebbffa,review,,False
L3_Nc97533ee,L2_N640a2992,fallback_top1,0.0,"LLM未明确或匹配失败(raw_assign=None), 采用Top1",L2_N640a2992,review,,False
L3_Nb328f7fc,L2_N13abaa5a,llm_assign,0.85,‘加强货运设施建设’是‘增强货运保障能力’的直接手段，语义高度相关且对象一致；其余候选偏重运力或供应链，匹配度较低,L2_N13abaa5a,keep,,False
L3_Nb0e7dd4f,L2_N08a346fe,fallback_top1,0.0,"LLM未明确或匹配失败(raw_assign=None), 采用Top1",L2_N08a346fe,review,,False
L3_N0f65b0c3,L2_Nc3c2ff15,fallback_top1,0.0,"LLM未明确或匹配失败(raw_assign=None), 采用Top1",L2_Nc3c2ff15,review,,False
L3_N65606e29,L2_N926fa20a,fallback_top1,0.0,"LLM未明确或匹配失败(raw_assign=None), 采用Top1",L2_N926fa20a,review,,False
L3_Nd290d812,L2_Nc3c2ff15,fallback_top1,0.0,"LLM未明确或匹配失败(raw_assign=None), 采用Top1",L2_Nc3c2ff15,review,,False
L3_Nca0d54be,L2_N709fdde1,llm_assign,0.85,‘引入培育龙头企业’属于‘培育市场主体’的典型举措，语义高度契合；尽管Jaccard相似度低，但Cosine相似度高，表明用词虽有差异但主题一致；相比其他候选，L2_N709fdde1表述更通用、覆盖更广，适合作为父节点,L2_N709fdde1,keep,,False
L3_Nf8bb4ea7,L2_Nc3c2ff15,fallback_top1,0.0,"LLM未明确或匹配失败(raw_assign=None), 采用Top1",L2_Nc3c2ff15,review,,False
L3_Ncc6e46eb,L2_N709fdde1,fallback_top1,0.0,"LLM未明确或匹配失败(raw_assign=None), 采用Top1",L2_N709fdde1,review,,False
L3_Naeed249a,L2_N27ba78e2,fallback_top1,0.0,"LLM未明确或匹配失败(raw_assign=None), 采用Top1",L2_N27ba78e2,review,,False
L3_N4da94e7a,L2_N68c2aa93,llm_assign,0.75,“提升货源组织能力”在语义上最贴近“大力拓展货源”，均聚焦于货源获取与组织，而其他候选如“增量市场业务”或“临空经济”偏离核心对象,L2_N68c2aa93,keep,,False
L3_N90c2cae1,L2_N640a2992,fallback_top1,0.0,"LLM未明确或匹配失败(raw_assign=None), 采用Top1",L2_N640a2992,review,,False
L3_N0e93e380,L2_N0e93e380,llm_create_parent,0.72,候选父节点均聚焦航空物流或供应链，与‘制造业融合’主题不匹配；子节点语义独立，宜新建L2节点,L2_N0e93e380,keep,,True
L3_N94978a33,L2_Ne4cef915,fallback_top1,0.0,"LLM未明确或匹配失败(raw_assign=None), 采用Top1",L2_Ne4cef915,review,,False
L3_Nef0fcc52,L2_N8ed52793,fallback_top1,0.0,"LLM未明确或匹配失败(raw_assign=None), 采用Top1",L2_N8ed52793,review,,False
L3_Nb3d3c087,L2_N6db20b9a,fallback_top1,0.0,"LLM未明确或匹配失败(raw_assign=None), 采用Top1",L2_N6db20b9a,review,,False
L3_N578f3b8a,L2_N578f3b8a,llm_create_parent,0.72,候选父节点均聚焦政策或管理层面，而子节点明确指向跨境电子商务背景下的国际货运服务能力建设，语义重点不匹配；需新建更贴合‘能力提升+国际货运’主题的父节点,L2_N578f3b8a,keep,,True
L3_N9c47a867,L2_N578f3b8a,fallback_top1,0.0,"LLM未明确或匹配失败(raw_assign=None), 采用Top1",L2_N578f3b8a,review,,False
L3_N5383b7aa,L2_N6db20b9a,fallback_top1,0.0,"LLM未明确或匹配失败(raw_assign=None), 采用Top1",L2_N6db20b9a,review,,False
L3_N55fb6992,L2_N6da1b013,fallback_top1,0.0,"LLM未明确或匹配失败(raw_assign=None), 采用Top1",L2_N6da1b013,review,,False
L3_N3810ecfd,L2_N578f3b8a,fallback_top1,0.0,"LLM未明确或匹配失败(raw_assign=None), 采用Top1",L2_N578f3b8a,review,,False
L3_Na04441bf,L2_N8ed52793,fallback_top1,0.0,"LLM未明确或匹配失败(raw_assign=None), 采用Top1",L2_N8ed52793,review,,False
L3_Nf8276134,L2_N8ed52793,fallback_top1,0.0,"LLM未明确或匹配失败(raw_assign=None), 采用Top1",L2_N8ed52793,review,,False
L3_Na6c4ae61,L2_N8ed52793,fallback_top1,0.0,"LLM未明确或匹配失败(raw_assign=None), 采用Top1",L2_N8ed52793,review,,False
L3_N4888066d,L2_N578f3b8a,fallback_top1,0.0,"LLM未明确或匹配失败(raw_assign=None), 采用Top1",L2_N578f3b8a,review,,False
L3_Nb28e82d6,L2_N578f3b8a,fallback_top1,0.0,"LLM未明确或匹配失败(raw_assign=None), 采用Top1",L2_N578f3b8a,review,,False
L3_Ne78d3c45,L2_N578f3b8a,fallback_top1,0.0,"LLM未明确或匹配失败(raw_assign=None), 采用Top1",L2_N578f3b8a,review,,False
L3_N55664f5d,L2_N578f3b8a,fallback_top1,0.0,"LLM未明确或匹配失败(raw_assign=None), 采用Top1",L2_N578f3b8a,review,,False
L3_N0362ceea,L2_N578f3b8a,llm_assign,0.68,‘加快完善口岸功能’核心目标是提升国际物流与通关能力，与‘提升国际货运服务能力’在语义和政策目标上最为契合；尽管Jaccard相似度低（因用词差异），但余弦相似度高（0.88）表明语义向量接近，综合得分最高。,L2_N578f3b8a,keep,,False
L3_Ne7b47d1e,L2_N578f3b8a,fallback_top1,0.0,"LLM未明确或匹配失败(raw_assign=None), 采用Top1",L2_N578f3b8a,review,,False
L3_N888d7345,L2_N578f3b8a,llm_assign,0.76,‘提升通关服务效率’属于国际货运服务中的关键环节，与候选1‘提升国际货运服务能力’在语义和业务场景上高度契合，尽管Jaccard相似度较低，但余弦相似度高且主题一致,L2_N578f3b8a,keep,,False
