child_id,parent_id,decision,confidence,reason,human_parent_id,human_action,human_notes,is_new_parent
L4_N85bf292e,L3_N85bf292e,llm_create_parent,0.82,候选父节点均聚焦交通/航空基建，与电子商务体系建设主题不匹配,L3_N85bf292e,keep,,True
L4_N7d2d45d8,L3_N595f8c05,fallback_top1,0.0,"LLM未明确或匹配失败(raw_assign=None), 采用Top1",L3_N595f8c05,review,,False
L4_N1c9477d5,L3_N595f8c05,llm_assign,0.85,候选1语义高度相关，聚焦冷链物流产业完善，与子节点‘标准化体系’属同一领域细化内容；其余候选偏离主题,L3_N595f8c05,keep,,False
L4_N70a840eb,L3_N595f8c05,llm_assign,0.86,候选1语义高度相关（cos=0.98），且主题聚焦冷链物流产业，与子节点‘完善冷链物流监管’在对象和目标上一致；其余候选偏离冷链或监管主题,L3_N595f8c05,keep,,False
L4_Nc2b9cf21,L3_N595f8c05,llm_assign,0.85,候选1语义高度相关（cos=0.98），且主题聚焦冷链物流产业完善，与子节点‘完善冷链物流信用体系’在对象和目标上一致,L3_N595f8c05,keep,,False
L4_Na1c24377,L3_N18ada171,llm_assign,0.85,候选1语义高度相关（cos=0.98），且主题聚焦跨境电商发展，与子节点'推进跨境电商产业园区建设'在目标和对象上一致；其余候选明显偏离,L3_N18ada171,keep,,False
L4_N5e94e625,L3_N18ada171,fallback_top1,0.0,"LLM未明确或匹配失败(raw_assign=None), 采用Top1",L3_N18ada171,review,,False
L4_N8bd3a8a5,L3_Nd551ce89,fallback_top1,0.0,"LLM未明确或匹配失败(raw_assign=None), 采用Top1",L3_Nd551ce89,review,,False
L4_N90c2cae1,L3_N90c2cae1,llm_create_parent,0.85,候选父节点均聚焦具体物流或航空业务，与‘企业运营软环境’这一宏观营商环境主题不匹配；需新建更上位的政策支持类父节点,L3_N90c2cae1,keep,,True
L4_N219c5452,L3_N29e43ee4,fallback_top1,0.0,"LLM未明确或匹配失败(raw_assign=None), 采用Top1",L3_N29e43ee4,review,,False
L4_N61514be4,L3_N29e43ee4,fallback_top1,0.0,"LLM未明确或匹配失败(raw_assign=None), 采用Top1",L3_N29e43ee4,review,,False
L4_N8d005590,L3_N29e43ee4,fallback_top1,0.0,"LLM未明确或匹配失败(raw_assign=None), 采用Top1",L3_N29e43ee4,review,,False
L4_N6dc065d5,L3_N640a2992,fallback_top1,0.0,"LLM未明确或匹配失败(raw_assign=None), 采用Top1",L3_N640a2992,review,,False
L4_N0e93e380,L3_N0e93e380,llm_create_parent,0.82,候选父节点均聚焦航空物流、跨境电商或供应链优化，与‘制造业融合发展’主题不一致；需新建上位节点以准确涵盖该战略方向,L3_N0e93e380,keep,,True
L4_Nf47f4823,L3_N640a2992,fallback_top1,0.0,"LLM未明确或匹配失败(raw_assign=None), 采用Top1",L3_N640a2992,review,,False
L4_Nb11795db,L3_Nf3b017a0,fallback_top1,0.0,"LLM未明确或匹配失败(raw_assign=None), 采用Top1",L3_Nf3b017a0,review,,False
L4_N945a64d3,L3_Nf3b017a0,fallback_top1,0.0,"LLM未明确或匹配失败(raw_assign=None), 采用Top1",L3_Nf3b017a0,review,,False
L4_Na37f8214,L3_Nf3b017a0,fallback_top1,0.0,"LLM未明确或匹配失败(raw_assign=None), 采用Top1",L3_Nf3b017a0,review,,False
L4_Ne346220c,L3_Nb67e0092,fallback_top1,0.0,"LLM未明确或匹配失败(raw_assign=None), 采用Top1",L3_Nb67e0092,review,,False
L4_N27d838ea,L3_N303eccc1,fallback_top1,0.0,"LLM未明确或匹配失败(raw_assign=None), 采用Top1",L3_N303eccc1,review,,False
L4_Nb967aed3,L3_Nf3b017a0,fallback_top1,0.0,"LLM未明确或匹配失败(raw_assign=None), 采用Top1",L3_Nf3b017a0,review,,False
L4_Nb4e3c0ce,L3_N3ba23cb1,fallback_top1,0.0,"LLM未明确或匹配失败(raw_assign=None), 采用Top1",L3_N3ba23cb1,review,,False
L4_Nfdd2124b,L3_Nc97533ee,fallback_top1,0.0,"LLM未明确或匹配失败(raw_assign=None), 采用Top1",L3_Nc97533ee,review,,False
L4_N1b595109,L3_Nc97533ee,fallback_top1,0.0,"LLM未明确或匹配失败(raw_assign=None), 采用Top1",L3_Nc97533ee,review,,False
L4_N31c774ef,L3_N571de1aa,llm_assign,0.82,子节点强调与货运航空公司合作，与候选1‘大力招引货运航空公司’在对象（货运航空公司）和目标（加强合作/招引）上高度一致，语义最贴近,L3_N571de1aa,keep,,False
L4_Na5c9f759,L3_Nc97533ee,fallback_top1,0.0,"LLM未明确或匹配失败(raw_assign=None), 采用Top1",L3_Nc97533ee,review,,False
L4_N256f563d,L3_Nc97533ee,hard_assign,1.0,Hard Assign (Score 0.99 >= 0.92),L3_Nc97533ee,keep,,False
L4_N9596affd,L3_Nb328f7fc,fallback_top1,0.0,"LLM未明确或匹配失败(raw_assign=None), 采用Top1",L3_Nb328f7fc,review,,False
L4_Nc0927f0b,L3_Nb328f7fc,fallback_top1,0.0,"LLM未明确或匹配失败(raw_assign=None), 采用Top1",L3_Nb328f7fc,review,,False
L4_N2720f054,L3_Nb328f7fc,fallback_top1,0.0,"LLM未明确或匹配失败(raw_assign=None), 采用Top1",L3_Nb328f7fc,review,,False
L4_Ndfac356a,L3_Nb328f7fc,fallback_top1,0.0,"LLM未明确或匹配失败(raw_assign=None), 采用Top1",L3_Nb328f7fc,review,,False
L4_N5fc249ab,L3_Nb328f7fc,fallback_top1,0.0,"LLM未明确或匹配失败(raw_assign=None), 采用Top1",L3_Nb328f7fc,review,,False
L4_N6bfccf65,L3_Nb328f7fc,fallback_top1,0.0,"LLM未明确或匹配失败(raw_assign=None), 采用Top1",L3_Nb328f7fc,review,,False
L4_Nbc7f4787,L3_N62ed0091,fallback_top1,0.0,"LLM未明确或匹配失败(raw_assign=None), 采用Top1",L3_N62ed0091,review,,False
L4_N6834f90a,L3_N18ada171,fallback_top1,0.0,"LLM未明确或匹配失败(raw_assign=None), 采用Top1",L3_N18ada171,review,,False
L4_N2d19c279,L3_N33c0e278,fallback_top1,0.0,"LLM未明确或匹配失败(raw_assign=None), 采用Top1",L3_N33c0e278,review,,False
L4_N3bc888c0,L3_Nb2d030f0,fallback_top1,0.0,"LLM未明确或匹配失败(raw_assign=None), 采用Top1",L3_Nb2d030f0,review,,False
L4_N6bcc2030,L3_Nf8bb4ea7,llm_assign,0.85,子节点聚焦航空物流的地面集散体系，属于集疏运体系在航空场景下的具体体现；候选2‘加强集疏运体系建设’语义覆盖最广且cos相似度最高（0.91），虽Jaccard较低但因术语粒度差异可接受,L3_Nf8bb4ea7,keep,,False
L4_N0d91d293,L3_N3ba23cb1,fallback_top1,0.0,"LLM未明确或匹配失败(raw_assign=None), 采用Top1",L3_N3ba23cb1,review,,False
L4_N3ac13c17,L3_Nd290d812,fallback_top1,0.0,"LLM未明确或匹配失败(raw_assign=None), 采用Top1",L3_Nd290d812,review,,False
L4_Na8ba2f4a,L3_Nd290d812,hard_assign,1.0,Hard Assign (Score 1.00 >= 0.92),L3_Nd290d812,keep,,False
L4_N162d5723,L3_Ncc6e46eb,fallback_top1,0.0,"LLM未明确或匹配失败(raw_assign=None), 采用Top1",L3_Ncc6e46eb,review,,False
L4_Nd788e769,L3_Naeed249a,fallback_top1,0.0,"LLM未明确或匹配失败(raw_assign=None), 采用Top1",L3_Naeed249a,review,,False
L4_N94978a33,L3_N94978a33,llm_create_parent,0.72,候选父节点均聚焦货源、中转或细分领域，未直接涵盖‘客机腹舱货邮量’这一具体运力提升措施；语义相关但对象不匹配，宜新建更精准父节点,L3_N94978a33,keep,,True
L4_Ne0f95b19,L3_Nc594b785,fallback_top1,0.0,"LLM未明确或匹配失败(raw_assign=None), 采用Top1",L3_Nc594b785,review,,False
L4_Nea99104a,L3_N4c90cbd7,fallback_top1,0.0,"LLM未明确或匹配失败(raw_assign=None), 采用Top1",L3_N4c90cbd7,review,,False
L4_Na35280bb,L3_Na7c6a537,fallback_top1,0.0,"LLM未明确或匹配失败(raw_assign=None), 采用Top1",L3_Na7c6a537,review,,False
L4_Na2b3c84a,L3_N4da94e7a,llm_assign,0.85,候选1‘大力拓展货源’与子节点‘拓展园区货源’在语义和动作上高度一致，仅对象更具体（园区），符合挂接条件,L3_N4da94e7a,keep,,False
