sample_id,source_sample_id,doc_id,block_idx,final_level,final_level_origin,raw_title,path_text,cleaned_title,skip_reason,clean_source,variant_idx,llm_status,llm_attempts,num_variants_per_source,is_t0,doc_granularity,calibration_confidence,calibrated_level
DF0403_00012_02,DF0403_00012,DF0403,12,H1,H1,一、鼓励航空货运市场主体开行全货机定期航线，构建覆盖全球的货运航线网络,,构建覆盖全球的货运航线网络,,llm,2,ok,1,2,False,meso,0.95,T2
DF0403_00019_01,DF0403_00019,DF0403,19,H1,H1,二、鼓励航空货运市场主体向成都机场集货，促进航空货量、中转货量增长,,鼓励航空货运市场主体向机场集货,,llm,1,ok,1,3,False,meso,0.95,T2
DF0403_00019_02,DF0403_00019,DF0403,19,H1,H1,二、鼓励航空货运市场主体向成都机场集货，促进航空货量、中转货量增长,,促进航空货量增长,,llm,2,ok,1,3,False,meso,0.95,T2
DF0403_00019_03,DF0403_00019,DF0403,19,H1,H1,二、鼓励航空货运市场主体向成都机场集货，促进航空货量、中转货量增长,,促进中转货量增长,,llm,3,ok,1,3,False,meso,0.95,T2
DF0403_00027_01,DF0403_00027,DF0403,27,H1,H1,三、鼓励在成都新设立基地货运航空公司，增加全货机运力,,鼓励新设立基地货运航空公司,,llm,1,ok,1,2,False,meso,0.95,T2
DF0403_00027_02,DF0403_00027,DF0403,27,H1,H1,三、鼓励在成都新设立基地货运航空公司，增加全货机运力,,增加全货机运力,,llm,2,ok,1,2,False,meso,0.95,T2
DF0403_00032_01,DF0403_00032,DF0403,32,H1,H1,四、鼓励在成都新设立国际航空货运转运（分拨）中心，提升航空货运枢纽集疏运能力,,鼓励新设立国际航空货运转运分拨中心,,llm,1,ok,1,2,False,meso,0.95,T2
DF0403_00032_02,DF0403_00032,DF0403,32,H1,H1,四、鼓励在成都新设立国际航空货运转运（分拨）中心，提升航空货运枢纽集疏运能力,,提升航空货运枢纽集疏运能力,,llm,2,ok,1,2,False,meso,0.95,T2
DF0403_00038_01,DF0403_00038,DF0403,38,H1,H1,五、提升空港口岸作业效率，减免口岸及货站操作处置费用,,提升空港口岸作业效率,,llm,1,ok,1,2,False,meso,0.95,T2
DF0403_00038_02,DF0403_00038,DF0403,38,H1,H1,五、提升空港口岸作业效率，减免口岸及货站操作处置费用,,减免口岸及货站操作处置费用,,llm,2,ok,1,2,False,meso,0.95,T2
DF1176_00023_01,DF1176_00023,DF1176,23,H1,H2,（一）聚集航空物流资源要素,,聚集航空物流资源要素,,llm,1,ok,1,1,False,meso,0.92,T2
DF1176_00024_01,DF1176_00024,DF1176,24,H2,H3,1．助力基地航空公司发展。,（一）聚集航空物流资源要素,助力基地航空公司发展,,llm,1,ok,1,1,False,meso,0.92,T3
DF1176_00026_01,DF1176_00026,DF1176,26,H2,H3,2．大力培育适航产业。,（一）聚集航空物流资源要素,大力培育适航产业,,llm,1,ok,1,1,False,meso,0.92,T3
DF1176_00028_01,DF1176_00028,DF1176,28,H1,H2,（二）优化航空口岸服务环境,,优化航空口岸服务环境,,llm,1,ok,1,1,False,meso,0.92,T2
DF1176_00029_01,DF1176_00029,DF1176,29,H2,H3,3．丰富航空口岸功能。,（二）优化航空口岸服务环境,丰富航空口岸功能,,llm,1,ok,1,1,False,meso,0.92,T3
DF1176_00031_01,DF1176_00031,DF1176,31,H2,H3,4．提升口岸通关便利化。,（二）优化航空口岸服务环境,提升口岸通关便利化,,llm,1,ok,1,1,False,meso,0.92,T3
DF1176_00033_01,DF1176_00033,DF1176,33,H1,H2,（三）增强航空物流服务能力,,增强航空物流服务能力,,llm,1,ok,1,1,False,meso,0.92,T2
DF1176_00034_01,DF1176_00034,DF1176,34,H2,H3,5．加快国际航空物流中心载体建设。,（三）增强航空物流服务能力,加快国际航空物流中心载体建设,,llm,1,ok,1,1,False,meso,0.92,T3
DF1176_00036_01,DF1176_00036,DF1176,36,H2,H3,6．加快实施货运通道建设。,（三）增强航空物流服务能力,加快实施货运通道建设,,llm,1,ok,1,1,False,meso,0.92,T3
DF1176_00038_01,DF1176_00038,DF1176,38,H1,H2,（四）丰富多式联运体系,,丰富多式联运体系,,llm,1,ok,1,1,False,meso,0.92,T2
DF1176_00039_01,DF1176_00039,DF1176,39,H2,H3,7．做大空空中转业务。,（四）丰富多式联运体系,做大空空中转业务,,llm,1,ok,1,1,False,meso,0.92,T3
DF1176_00041_01,DF1176_00041,DF1176,41,H2,H3,8．做实空地联运业务。,（四）丰富多式联运体系,做实空地联运业务,,llm,1,ok,1,1,False,meso,0.92,T3
DF1176_00043_01,DF1176_00043,DF1176,43,H1,H2,（五）提升航空物流通达能力,,提升航空物流通达能力,,llm,1,ok,1,1,False,meso,0.92,T2
DF1176_00044_01,DF1176_00044,DF1176,44,H2,H3,9．增加机场高峰小时容量。,（五）提升航空物流通达能力,增加机场高峰小时容量,,llm,1,ok,1,1,False,meso,0.92,T3
DF1176_00046_01,DF1176_00046,DF1176,46,H2,H3,10．优化客货运航线网络。,（五）提升航空物流通达能力,优化客货运航线网络,,llm,1,ok,1,1,False,meso,0.92,T3
DF1176_00048_01,DF1176_00048,DF1176,48,H1,H2,（六）强化组织推动和政策保障,,强化组织推动,,llm,1,ok,1,2,False,meso,0.92,T2
DF1176_00048_02,DF1176_00048,DF1176,48,H1,H2,（六）强化组织推动和政策保障,,强化政策保障,,llm,2,ok,1,2,False,meso,0.92,T2
DF1176_00049_01,DF1176_00049,DF1176,49,H2,H3,11．建立工作协调机制。,（六）强化组织推动和政策保障,建立工作协调机制,,llm,1,ok,1,1,False,meso,0.92,T3
DF1176_00051_01,DF1176_00051,DF1176,51,H2,H3,12．出台综合支持政策。,（六）强化组织推动和政策保障,出台综合支持政策,,llm,1,ok,1,1,False,meso,0.92,T3
DF1759_00054_01,DF1759_00054,DF1759,54,H1,H2,（一）构建优质航线网络。,,构建优质航线网络,,llm,1,ok,1,1,False,meso,0.95,T2
DF1759_00056_01,DF1759_00056,DF1759,56,H2,H3,1.完善国际货运航线。,（一）构建优质航线网络。,完善国际货运航线,,llm,1,ok,1,1,False,meso,0.95,T3
DF1759_00057_01,DF1759_00057,DF1759,57,H3,H4,立足中国一东盟航空货运市场，开通和加密贸易密切城市 及货源丰富地区航线。,（一）构建优质航线网络。 > 1.完善国际货运航线。,开通贸易密切城市航线,,llm,1,ok,1,2,False,meso,0.95,T4
DF1759_00057_02,DF1759_00057,DF1759,57,H3,H4,立足中国一东盟航空货运市场，开通和加密贸易密切城市 及货源丰富地区航线。,（一）构建优质航线网络。 > 1.完善国际货运航线。,加密货源丰富地区航线,,llm,2,ok,1,2,False,meso,0.95,T4
DF1759_00059_01,DF1759_00059,DF1759,59,H3,H4,引导国际货运航线布局与制造业需求对接，提升南宁国际 航空货运枢纽全球响应能力。,（一）构建优质航线网络。 > 1.完善国际货运航线。,引导国际货运航线布局与制造业需求对接,,llm,1,ok,1,2,False,meso,0.95,T4
DF1759_00059_02,DF1759_00059,DF1759,59,H3,H4,引导国际货运航线布局与制造业需求对接，提升南宁国际 航空货运枢纽全球响应能力。,（一）构建优质航线网络。 > 1.完善国际货运航线。,提升国际航空货运枢纽全球响应能力,,llm,2,ok,1,2,False,meso,0.95,T4
DF1759_00061_01,DF1759_00061,DF1759,61,H2,H3,2.积极打造中转航线。,（一）构建优质航线网络。,积极打造中转航线,,llm,1,ok,1,1,False,meso,0.95,T3
DF1759_00062_01,DF1759_00062,DF1759,62,H3,H4,发挥南宁区位优势，构建双扇形航线网络布局。,（一）构建优质航线网络。 > 2.积极打造中转航线。,构建双扇形航线网络布局,,llm,1,ok,1,1,False,meso,0.95,T4
DF1759_00064_01,DF1759_00064,DF1759,64,H3,H4,加强与国际机场合作，开展多形式、多渠道的中转业务。,（一）构建优质航线网络。 > 2.积极打造中转航线。,加强与国际机场合作,,llm,1,ok,1,3,False,meso,0.95,T4
DF1759_00064_02,DF1759_00064,DF1759,64,H3,H4,加强与国际机场合作，开展多形式、多渠道的中转业务。,（一）构建优质航线网络。 > 2.积极打造中转航线。,开展多形式中转业务,,llm,2,ok,1,3,False,meso,0.95,T4
DF1759_00064_03,DF1759_00064,DF1759,64,H3,H4,加强与国际机场合作，开展多形式、多渠道的中转业务。,（一）构建优质航线网络。 > 2.积极打造中转航线。,开展多渠道中转业务,,llm,3,ok,1,3,False,meso,0.95,T4
DF1759_00074_01,DF1759_00074,DF1759,74,H2,H3,3.引进航司提升运力。,（一）构建优质航线网络。,引进航司提升运力,,llm,1,ok,1,1,False,meso,0.95,T3
DF1759_00075_01,DF1759_00075,DF1759,75,H3,H4,加快引进国内国际货运航司和快递企业航司，积极引进新 兴货运航司。,（一）构建优质航线网络。 > 3.引进航司提升运力。,加快引进国内国际货运航司,,llm,1,ok,1,3,False,meso,0.95,T4
DF1759_00075_02,DF1759_00075,DF1759,75,H3,H4,加快引进国内国际货运航司和快递企业航司，积极引进新 兴货运航司。,（一）构建优质航线网络。 > 3.引进航司提升运力。,加快引进快递企业航司,,llm,2,ok,1,3,False,meso,0.95,T4
DF1759_00075_03,DF1759_00075,DF1759,75,H3,H4,加快引进国内国际货运航司和快递企业航司，积极引进新 兴货运航司。,（一）构建优质航线网络。 > 3.引进航司提升运力。,积极引进新兴货运航司,,llm,3,ok,1,3,False,meso,0.95,T4
DF1759_00077_01,DF1759_00077,DF1759,77,H3,H4,加强与货运航空公司的紧密合作，以运力发展带动航线布 局。,（一）构建优质航线网络。 > 3.引进航司提升运力。,加强与货运航空公司合作,,llm,1,ok,1,2,False,meso,0.95,T4
DF1759_00077_02,DF1759_00077,DF1759,77,H3,H4,加强与货运航空公司的紧密合作，以运力发展带动航线布 局。,（一）构建优质航线网络。 > 3.引进航司提升运力。,以运力发展带动航线布局,,llm,2,ok,1,2,False,meso,0.95,T4
DF1759_00083_01,DF1759_00083,DF1759,83,H1,H2,（二）增强货运保障能力。,,增强货运保障能力,,llm,1,ok,1,1,False,meso,0.95,T2
DF1759_00085_01,DF1759_00085,DF1759,85,H2,H3,1.加强货运设施建设。,（二）增强货运保障能力。,加强货运设施建设,,llm,1,ok,1,1,False,meso,0.95,T3
DF1759_00087_01,DF1759_00087,DF1759,87,H3,H4,积极推进南宁机场各货运区规划建设。,（二）增强货运保障能力。 > 1.加强货运设施建设。,积极推进机场各货运区规划建设,,llm,1,ok,1,1,False,meso,0.95,T4
DF1759_00089_01,DF1759_00089,DF1759,89,H3,H4,稳步推进货运基础设施建设。,（二）增强货运保障能力。 > 1.加强货运设施建设。,稳步推进货运基础设施建设,,llm,1,ok,1,1,False,meso,0.95,T4
DF1759_00091_01,DF1759_00091,DF1759,91,H2,H3,2.完善货运功能配套。,（二）增强货运保障能力。,完善货运功能配套,,llm,1,ok,1,1,False,meso,0.95,T3
DF1759_00092_01,DF1759_00092,DF1759,92,H3,H4,满足客户业务需求，补齐南宁机场设施短板。,（二）增强货运保障能力。 > 2.完善货运功能配套。,补齐机场设施短板,,llm,1,ok,1,1,False,meso,0.95,T4
DF1759_00094_01,DF1759_00094,DF1759,94,H3,H4,完善货运保障配套工程，规划配置货机位、陆侧道路、空 侧道路、配套办公等设施。,（二）增强货运保障能力。 > 2.完善货运功能配套。,规划配置货机位,,llm,1,ok,1,3,False,meso,0.95,T4
DF1759_00094_02,DF1759_00094,DF1759,94,H3,H4,完善货运保障配套工程，规划配置货机位、陆侧道路、空 侧道路、配套办公等设施。,（二）增强货运保障能力。 > 2.完善货运功能配套。,规划配置陆侧道路,,llm,2,ok,1,3,False,meso,0.95,T4
DF1759_00094_03,DF1759_00094,DF1759,94,H3,H4,完善货运保障配套工程，规划配置货机位、陆侧道路、空 侧道路、配套办公等设施。,（二）增强货运保障能力。 > 2.完善货运功能配套。,规划配置空侧道路,,llm,3,ok,1,3,False,meso,0.95,T4
DF1759_00096_01,DF1759_00096,DF1759,96,H3,H4,推进临空区保税物流、跨境电商等园区建设。,（二）增强货运保障能力。 > 2.完善货运功能配套。,推进保税物流园区建设,,llm,1,ok,1,2,False,meso,0.95,T4
DF1759_00096_02,DF1759_00096,DF1759,96,H3,H4,推进临空区保税物流、跨境电商等园区建设。,（二）增强货运保障能力。 > 2.完善货运功能配套。,推进跨境电商园区建设,,llm,2,ok,1,2,False,meso,0.95,T4
DF1759_00118_01,DF1759_00118,DF1759,118,H2,H3,3.加快数字基建建设。,（二）增强货运保障能力。,加快数字基建建设,,llm,1,ok,1,1,False,meso,0.95,T3
DF1759_00120_01,DF1759_00120,DF1759,120,H1,H2,（三）提升货源组织能力。,,提升货源组织能力,,llm,1,ok,1,1,False,meso,0.95,T2
DF1759_00122_01,DF1759_00122,DF1759,122,H2,H3,1．丰富货运参与主体。,（三）提升货源组织能力。,丰富货运参与主体,,llm,1,ok,1,1,False,meso,0.95,T3
DF1759_00123_01,DF1759_00123,DF1759,123,H3,H4,引育优质货运代理和大型电商物流企业。,（三）提升货源组织能力。 > 1．丰富货运参与主体。,引育优质货运代理,,llm,1,ok,1,2,False,meso,0.95,T4
DF1759_00123_02,DF1759_00123,DF1759,123,H3,H4,引育优质货运代理和大型电商物流企业。,（三）提升货源组织能力。 > 1．丰富货运参与主体。,引育大型电商物流企业,,llm,2,ok,1,2,False,meso,0.95,T4
DF1759_00125_01,DF1759_00125,DF1759,125,H2,H3,2.强化陆运集货网络。,（三）提升货源组织能力。,强化陆运集货网络,,llm,1,ok,1,1,False,meso,0.95,T3
DF1759_00126_01,DF1759_00126,DF1759,126,H3,H4,构建高效的航空物流地面集散体系。,（三）提升货源组织能力。 > 2.强化陆运集货网络。,构建高效的航空物流地面集散体系,,llm,1,ok,1,1,False,meso,0.95,T4
DF1759_00128_01,DF1759_00128,DF1759,128,H3,H4,延伸货运服务，探索异地货站模式。,（三）提升货源组织能力。 > 2.强化陆运集货网络。,延伸货运服务,,llm,1,ok,1,2,False,meso,0.95,T4
DF1759_00128_02,DF1759_00128,DF1759,128,H3,H4,延伸货运服务，探索异地货站模式。,（三）提升货源组织能力。 > 2.强化陆运集货网络。,探索异地货站模式,,llm,2,ok,1,2,False,meso,0.95,T4
DF1759_00130_01,DF1759_00130,DF1759,130,H2,H3,3.探索开展多式联运。,（三）提升货源组织能力。,探索开展多式联运,,llm,1,ok,1,1,False,meso,0.95,T3
DF1759_00131_01,DF1759_00131,DF1759,131,H3,H4,借鉴先进经验，探索南宁机场开展多式联运。,（三）提升货源组织能力。 > 3.探索开展多式联运。,借鉴先进经验探索开展多式联运,,llm,1,ok,1,1,False,meso,0.95,T4
DF1759_00138_01,DF1759_00138,DF1759,138,H1,H2,（四）智慧货运高效管理。,,智慧货运高效管理,,llm,1,ok,1,1,False,meso,0.95,T2
DF1759_00140_01,DF1759_00140,DF1759,140,H2,H3,1.推进智慧平台建设。,（四）智慧货运高效管理。,推进智慧平台建设,,llm,1,ok,1,1,False,meso,0.95,T3
DF1759_00141_01,DF1759_00141,DF1759,141,H3,H4,加快构建智慧航空物流综合服务平台。,（四）智慧货运高效管理。 > 1.推进智慧平台建设。,加快构建智慧航空物流综合服务平台,,llm,1,ok,1,1,False,meso,0.95,T4
DF1759_00143_01,DF1759_00143,DF1759,143,H3,H4,统筹单据电子化和标准化建设。,（四）智慧货运高效管理。 > 1.推进智慧平台建设。,统筹单据电子化建设,,llm,1,ok,1,2,False,meso,0.95,T4
DF1759_00143_02,DF1759_00143,DF1759,143,H3,H4,统筹单据电子化和标准化建设。,（四）智慧货运高效管理。 > 1.推进智慧平台建设。,统筹单据标准化建设,,llm,2,ok,1,2,False,meso,0.95,T4
DF1759_00145_01,DF1759_00145,DF1759,145,H2,H3,2.加强新兴技术应用,（四）智慧货运高效管理。,加强新兴技术应用,,llm,1,ok,1,1,False,meso,0.95,T3
DF1759_00146_01,DF1759_00146,DF1759,146,H3,H4,航空货运全流程定位追踪。,（四）智慧货运高效管理。 > 2.加强新兴技术应用,实施航空货运全流程定位追踪,,llm,1,ok,1,1,False,meso,0.95,T4
DF1759_00148_01,DF1759_00148,DF1759,148,H3,H4,货物状态可视化。,（四）智慧货运高效管理。 > 2.加强新兴技术应用,实现货物状态可视化,,llm,1,ok,1,1,False,meso,0.95,T4
DF1759_00150_01,DF1759_00150,DF1759,150,H2,H3,3.提升运营管理能力。,（四）智慧货运高效管理。,提升运营管理能力,,llm,1,ok,1,1,False,meso,0.95,T3
DF1759_00151_01,DF1759_00151,DF1759,151,H3,H4,打造良好的航空货运社区。,（四）智慧货运高效管理。 > 3.提升运营管理能力。,打造良好的航空货运社区,,llm,1,ok,1,1,False,meso,0.95,T4
DF1759_00153_01,DF1759_00153,DF1759,153,H3,H4,引入资金和战投，增强经营实力。,（四）智慧货运高效管理。 > 3.提升运营管理能力。,引入资金,,llm,1,ok,1,3,False,meso,0.95,T4
DF1759_00153_02,DF1759_00153,DF1759,153,H3,H4,引入资金和战投，增强经营实力。,（四）智慧货运高效管理。 > 3.提升运营管理能力。,引入战略投资者,,llm,2,ok,1,3,False,meso,0.95,T4
DF1759_00153_03,DF1759_00153,DF1759,153,H3,H4,引入资金和战投，增强经营实力。,（四）智慧货运高效管理。 > 3.提升运营管理能力。,增强经营实力,,llm,3,ok,1,3,False,meso,0.95,T4
DF1759_00164_01,DF1759_00164,DF1759,164,H1,H2,（五）延伸产业丰富业态。,,延伸产业丰富业态,,llm,1,ok,1,1,False,meso,0.95,T2
DF1759_00166_01,DF1759_00166,DF1759,166,H2,H3,1.延伸航空物流链条。,（五）延伸产业丰富业态。,延伸航空物流链条,,llm,1,ok,1,1,False,meso,0.95,T3
DF1759_00167_01,DF1759_00167,DF1759,167,H3,H4,"与快递企业深度合作，实现""门到门""的服务。",（五）延伸产业丰富业态。 > 1.延伸航空物流链条。,与快递企业深度合作,,llm,1,ok,1,2,False,meso,0.95,T4
DF1759_00167_02,DF1759_00167,DF1759,167,H3,H4,"与快递企业深度合作，实现""门到门""的服务。",（五）延伸产业丰富业态。 > 1.延伸航空物流链条。,实现门到门服务,,llm,2,ok,1,2,False,meso,0.95,T4
DF1759_00169_01,DF1759_00169,DF1759,169,H3,H4,建设跨境产业园，打造中国一东盟跨境电商综合服务平台。,（五）延伸产业丰富业态。 > 1.延伸航空物流链条。,建设跨境产业园,,llm,1,ok,1,2,False,meso,0.95,T4
DF1759_00169_02,DF1759_00169,DF1759,169,H3,H4,建设跨境产业园，打造中国一东盟跨境电商综合服务平台。,（五）延伸产业丰富业态。 > 1.延伸航空物流链条。,打造中国东盟跨境电商综合服务平台,,llm,2,ok,1,2,False,meso,0.95,T4
DF1759_00171_01,DF1759_00171,DF1759,171,H3,H4,简单加工等服务，成为东盟跨境电商的核心服务商。,（五）延伸产业丰富业态。 > 1.延伸航空物流链条。,提供简单加工等服务,,llm,1,ok,1,2,False,meso,0.95,T4
DF1759_00171_02,DF1759_00171,DF1759,171,H3,H4,简单加工等服务，成为东盟跨境电商的核心服务商。,（五）延伸产业丰富业态。 > 1.延伸航空物流链条。,成为东盟跨境电商的核心服务商,,llm,2,ok,1,2,False,meso,0.95,T4
DF1759_00172_01,DF1759_00172,DF1759,172,H3,H4,"依托""中国东盟生鲜产业园""，打造生鲜集散中心、加工 中心、交易中心。",（五）延伸产业丰富业态。 > 1.延伸航空物流链条。,打造生鲜集散中心,,llm,1,ok,1,3,False,meso,0.95,T4
DF1759_00172_02,DF1759_00172,DF1759,172,H3,H4,"依托""中国东盟生鲜产业园""，打造生鲜集散中心、加工 中心、交易中心。",（五）延伸产业丰富业态。 > 1.延伸航空物流链条。,打造生鲜加工中心,,llm,2,ok,1,3,False,meso,0.95,T4
DF1759_00172_03,DF1759_00172,DF1759,172,H3,H4,"依托""中国东盟生鲜产业园""，打造生鲜集散中心、加工 中心、交易中心。",（五）延伸产业丰富业态。 > 1.延伸航空物流链条。,打造生鲜交易中心,,llm,3,ok,1,3,False,meso,0.95,T4
DF1759_00174_01,DF1759_00174,DF1759,174,H2,H3,2.加强港区高效联动。,（五）延伸产业丰富业态。,加强港区高效联动,,llm,1,ok,1,1,False,meso,0.95,T3
DF1759_00175_01,DF1759_00175,DF1759,175,H3,H4,推动区港联动。,（五）延伸产业丰富业态。 > 2.加强港区高效联动。,推动区港联动,,llm,1,ok,1,1,False,meso,0.95,T4
ZY0103_00020_01,ZY0103_00020,ZY0103,20,H1,H1,二、完善提升综合性机场货运设施能力和服务品质,,完善综合性机场货运设施能力,,llm,1,ok,1,2,False,meso,0.92,T2
ZY0103_00020_02,ZY0103_00020,ZY0103,20,H1,H1,二、完善提升综合性机场货运设施能力和服务品质,,提升综合性机场货运服务品质,,llm,2,ok,1,2,False,meso,0.92,T2
ZY0103_00021_01,ZY0103_00021,ZY0103,21,H2,H2,（一）提高综合性机场现有货运设施能力和利用率。,二、完善提升综合性机场货运设施能力和服务品质,提高综合性机场现有货运设施能力,,llm,1,ok,1,2,False,meso,0.92,T3
ZY0103_00021_02,ZY0103_00021,ZY0103,21,H2,H2,（一）提高综合性机场现有货运设施能力和利用率。,二、完善提升综合性机场货运设施能力和服务品质,提高综合性机场现有货运设施利用率,,llm,2,ok,1,2,False,meso,0.92,T3
ZY0103_00023_01,ZY0103_00023,ZY0103,23,H2,H2,（二）优化机场货物运输组织。,二、完善提升综合性机场货运设施能力和服务品质,优化机场货物运输组织,,llm,1,ok,1,1,False,meso,0.92,T3
ZY0103_00025_01,ZY0103_00025,ZY0103,25,H2,H2,（三）提升机场货运服务品质。,二、完善提升综合性机场货运设施能力和服务品质,提升机场货运服务品质,,llm,1,ok,1,1,False,meso,0.92,T3
ZY0103_00027_01,ZY0103_00027,ZY0103,27,H2,H2,（四）强化机场内外设施的协同联动。,二、完善提升综合性机场货运设施能力和服务品质,强化机场内外设施的协同联动,,llm,1,ok,1,1,False,meso,0.92,T3
ZY0103_00029_01,ZY0103_00029,ZY0103,29,H1,H1,三、稳妥有序推进专业性货运枢纽机场建设,,稳妥有序推进专业性货运枢纽机场建设,,llm,1,ok,1,1,False,meso,0.92,T2
ZY0103_00030_01,ZY0103_00030,ZY0103,30,H2,H2,（一）充分遵循航空货运发展规律。,三、稳妥有序推进专业性货运枢纽机场建设,充分遵循航空货运发展规律,,llm,1,ok,1,1,False,meso,0.92,T3
ZY0103_00032_01,ZY0103_00032,ZY0103,32,H2,H2,（二）符合民用运输机场布局规划。,三、稳妥有序推进专业性货运枢纽机场建设,符合民用运输机场布局规划,,llm,1,ok,1,1,False,meso,0.92,T3
ZY0103_00034_01,ZY0103_00034,ZY0103,34,H2,H2,（三）引入专业化航空运输企业。,三、稳妥有序推进专业性货运枢纽机场建设,引入专业化航空运输企业,,llm,1,ok,1,1,False,meso,0.92,T3
ZY0103_00036_01,ZY0103_00036,ZY0103,36,H2,H2,（四）具备良好的发展条件。,三、稳妥有序推进专业性货运枢纽机场建设,具备良好的发展条件,,llm,1,ok,1,1,False,meso,0.92,T3
ZY0103_00038_01,ZY0103_00038,ZY0103,38,H1,H1,四、全面提升航空货运设施使用效能,,全面提升航空货运设施使用效能,,llm,1,ok,1,1,False,meso,0.92,T2
ZY0103_00039_01,ZY0103_00039,ZY0103,39,H2,H2,（一）完善飞机引进政策。,四、全面提升航空货运设施使用效能,完善飞机引进政策,,llm,1,ok,1,1,False,meso,0.92,T3
ZY0103_00041_01,ZY0103_00041,ZY0103,41,H2,H2,（二）持续改善空域条件。,四、全面提升航空货运设施使用效能,持续改善空域条件,,llm,1,ok,1,1,False,meso,0.92,T3
ZY0103_00043_01,ZY0103_00043,ZY0103,43,H2,H2,（三）培育航空货运企业。,四、全面提升航空货运设施使用效能,培育航空货运企业,,llm,1,ok,1,1,False,meso,0.92,T3
ZY0103_00045_01,ZY0103_00045,ZY0103,45,H2,H2,（四）提升机场管理水平。,四、全面提升航空货运设施使用效能,提升机场管理水平,,llm,1,ok,1,1,False,meso,0.92,T3
